scenario_type,parameter,state_count,storage_policy,storage_policy_candidate_count,level,seed,alternation_round,task_candidate_budget,task_candidates_checked,unique_tasks_visited,local_task_moves_accepted,full_task_audit_passed,incumbent_schedule_before_sha256,candidate_schedule_sha256,storage_trajectory_sha256,joint_score_before,joint_score_candidate,improvement,accepted,incumbent_schedule_after_sha256,neighborhood_rebuilt_from_previous_storage,search_signal,settlement_price,settlement_price_sha256
price_spread,price_scale,21,balanced,3,1.0,,3,600,600,600,118,True,aaf7c6d4f737732e6b7864e35116a9e11b53e6c9b8f9c5692462b8ba2b980922,1dd03b49019e65310467401a99f6a2c68e268a57f357fc4ee516cc8dede246e0,0a4447768c0963e673fa99e6619f8205f21e95309c0ee5048108f9e07ea9bf1f,-0.00022432980522628897,0.0014950988450710533,-0.0017194286502973423,False,aaf7c6d4f737732e6b7864e35116a9e11b53e6c9b8f9c5692462b8ba2b980922,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
price_spread,price_scale,21,balanced,3,1.0,,4,600,600,600,94,True,aaf7c6d4f737732e6b7864e35116a9e11b53e6c9b8f9c5692462b8ba2b980922,3014b7a597cb16cda9b7d77f0249194d66b694c2724412ff172addedb1bb5053,94fecc0d6c0f1419d45ce8595c3ddc7d5ae505658912abddbad2a9b75fe99cb5,-0.00022432980522628897,0.0007028098037836029,-0.0009271396090098919,False,aaf7c6d4f737732e6b7864e35116a9e11b53e6c9b8f9c5692462b8ba2b980922,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
price_spread,price_scale,21,balanced,3,1.25,,1,600,600,600,131,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,683f27f6c5506b492a13d4b1ed6b7caaef7378477ea42462e8eb90a86505f006,9b9f7008b693651d7517d8961b28ad7c45ec46dbd524d291ab62a4c8d69f33ba,0.0,0.0011226258496385801,-0.0011226258496385801,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
price_spread,price_scale,21,balanced,3,1.25,,2,600,600,600,112,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,9964e43eee1d5d3bd07c83194b66959725d7dedfdcfaa66a9374e2c0e1aa335d,d72af712bb0ff00c5d0bfe3538900faa9e61f72d5ba595f77e5299868fdfd419,0.0,0.0007160218690834498,-0.0007160218690834498,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
sell_mechanism,sell_scale,21,balanced,3,0.0,,1,600,600,600,106,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,0360f7c6a8acd079bf26160f60349b124ddc0b1c1aeb5414fedb458819cfe9f2,b641b0099fcb1c1e1feb7b64849aea7a3be2bcb38f659ab3668087abb8790dc8,0.1422407973404588,0.14186771757069563,0.00037307976976316826,True,0360f7c6a8acd079bf26160f60349b124ddc0b1c1aeb5414fedb458819cfe9f2,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
sell_mechanism,sell_scale,21,renewable_max,3,0.0,,2,600,600,600,95,True,0360f7c6a8acd079bf26160f60349b124ddc0b1c1aeb5414fedb458819cfe9f2,3cc5856d267827570f0a84887c1a746530cce17d976987e4ba042d332ecfa1e1,9fb79eb304f92534fe384f264312ca39209be2293a447f3fba5bc6877d83f67a,0.14186771757069563,0.1432487549278467,-0.0013810373571510604,False,0360f7c6a8acd079bf26160f60349b124ddc0b1c1aeb5414fedb458819cfe9f2,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
sell_mechanism,sell_scale,21,balanced,3,0.0,,3,600,600,600,102,True,0360f7c6a8acd079bf26160f60349b124ddc0b1c1aeb5414fedb458819cfe9f2,3221b05ebd22c5743768cb6344b301f54a84645625a1e60eda3d7daa539f76d6,0365149dc18926b1d076993942b86a4dc4fa54b8fea26f52a4775415c667c94d,0.14186771757069563,0.14362657549669097,-0.0017588579259953385,False,0360f7c6a8acd079bf26160f60349b124ddc0b1c1aeb5414fedb458819cfe9f2,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
sell_mechanism,sell_scale,21,balanced,3,0.5,,1,600,600,600,100,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,849823740a9fbb7373fad56254a1e8286fdea769bcac9e0f047aad57e8d7b51a,5d0698783303508ac0726910f28d216a5018255f44fbb5f9925868a42df8aa86,0.07152068476478031,0.07279094797541552,-0.0012702632106352113,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
sell_mechanism,sell_scale,21,balanced,3,0.5,,2,600,600,600,110,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,e4b07a6993e0ec6a07f132c9dd046a55d2fffff032c670b6d54ecdb04835634d,84c196fec819ac7dd52f03a7d3c32f95e73b5b1ceaa3aee2ae8fc6cc84d7d5bc,0.07152068476478031,0.07271422414302912,-0.0011935393782488146,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
sell_mechanism,sell_scale,21,balanced,3,1.0,,1,600,600,600,101,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,81c812bc53d78696cf7980852de19d12a1fd76f32142f24367c4765be13598ec,2545b30a1feedcb40e1b7306bf2203e846ff73ebf161b0503d5b8aa74e2bd7f2,0.0,0.0011197882741244142,-0.0011197882741244142,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
sell_mechanism,sell_scale,21,balanced,3,1.0,,2,600,600,600,99,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,27e49ca70153d2c3303c0c736addc02722d9d6af75fb0fc50d3dd7d45fb45bac,8065f86c4a628630c015189e2196fd896f2216e3da65b8a52129a4b476158d02,0.0,0.0008472650836904167,-0.0008472650836904167,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,1,600,600,600,157,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,52bd1471905dde0e3c26d32658b33bdd17687a1f26b7a353e42a966344a0b298,95110899882b92aed2e97603f9f2f220977993c1b9498797280513e44820da0f,1096.5485823212655,1085.1487344394502,11.399847881815276,True,52bd1471905dde0e3c26d32658b33bdd17687a1f26b7a353e42a966344a0b298,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,2,600,600,600,143,True,52bd1471905dde0e3c26d32658b33bdd17687a1f26b7a353e42a966344a0b298,0c419706203f8e354e5b2ab27327bf973300b97f3e6368c8eb5713e9d1b70c1a,f4ebd8a9c2b5e0f61afb436f7b0e459f02f9946d5b6b703f17613010c57ba317,1085.1487344394502,1066.981724011414,18.167010428036292,True,0c419706203f8e354e5b2ab27327bf973300b97f3e6368c8eb5713e9d1b70c1a,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,3,600,600,600,141,True,0c419706203f8e354e5b2ab27327bf973300b97f3e6368c8eb5713e9d1b70c1a,0225153462afa5c598a73e94d858862757470da390d34ca8c2e42cf73395b9c4,93caf2cf848fc7420cc96be6246c3caf7d2c6f96be8c253940117d0c7aa21473,1066.981724011414,1051.717971543973,15.263752467441009,True,0225153462afa5c598a73e94d858862757470da390d34ca8c2e42cf73395b9c4,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,4,600,600,600,134,True,0225153462afa5c598a73e94d858862757470da390d34ca8c2e42cf73395b9c4,a9e1d64d230fec3916b6a3a3b2ee2db163ab072861deef7a76a9374ff73960fa,f5baba40b68ca616ea5ec795139e5d010cbaf6455f045b1b0b4ea3979b8c9924,1051.717971543973,1038.0612922503635,13.656679293609386,True,a9e1d64d230fec3916b6a3a3b2ee2db163ab072861deef7a76a9374ff73960fa,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,5,600,600,600,116,True,a9e1d64d230fec3916b6a3a3b2ee2db163ab072861deef7a76a9374ff73960fa,849da7ba937b15d123cf7762861474ddea0c665cfb4ad59a1e214af0078af2ca,7858344ee29a39f65e0ea9d9c792dd8f5b4ed27a87a776034632c642e5c2eacd,1038.0612922503635,1017.9000504787072,20.161241771656364,True,849da7ba937b15d123cf7762861474ddea0c665cfb4ad59a1e214af0078af2ca,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,6,600,600,600,137,True,849da7ba937b15d123cf7762861474ddea0c665cfb4ad59a1e214af0078af2ca,3329d396c01fa0c4a2c1878ae4f26472a1ad3609b5c2eb23a07d29cdc1a75803,962ad3deea8f4f258857a8142b8e7d466fa9b31f9c43a79914d62c9fae142b80,1017.9000504787072,996.197859097696,21.702191381011176,True,3329d396c01fa0c4a2c1878ae4f26472a1ad3609b5c2eb23a07d29cdc1a75803,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,7,600,600,600,136,True,3329d396c01fa0c4a2c1878ae4f26472a1ad3609b5c2eb23a07d29cdc1a75803,0efe6f2584f08da0377105babbc714d43a787b6ca5daccc0c0a4a5908885fee0,0b236173306fd678b2d822849a747fda44553d6f5ce91ce7e91d58ecc9ed6c00,996.197859097696,978.3657981888866,17.832060908809353,True,0efe6f2584f08da0377105babbc714d43a787b6ca5daccc0c0a4a5908885fee0,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,renewable_max,3,0.8,,8,600,600,600,123,True,0efe6f2584f08da0377105babbc714d43a787b6ca5daccc0c0a4a5908885fee0,96202fb64f8891deb0dfd31af4e9a58994b77f1d252fa8a9ce51720ef703884a,0a7996f66ad5ae081f9fde2516a348d2b653cece74f63d929bb90a4e0b406697,978.3657981888866,954.9388577521846,23.42694043670201,True,96202fb64f8891deb0dfd31af4e9a58994b77f1d252fa8a9ce51720ef703884a,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,balanced,3,1.0,,1,600,600,600,108,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,6a32ceed0bd9b221e24d77829818b53d5689adb133d1ec6f32ef59cfb763c966,d8b3e837b549d65a44805498c13ba0765eaa2d25883c06b5ce6e7ea443508071,0.0,0.002935462124991216,-0.002935462124991216,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,balanced,3,1.0,,2,600,600,600,102,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,1e110fe3023040618e648fde0d37bae423d2c49840367bb534493f9cc1eed63c,d3d289a57a3260d2d8392c1245129f082a31c6950fd0ddefafe22c4f41a6f126,0.0,0.001383432229229001,-0.001383432229229001,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,balanced,3,1.2,,1,600,600,600,112,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,f1cebcde9cc86ff3c622e99fa9b4094d3d80d74c4a7510607345ad2c1421b782,2526b04279ddbc1dd4c421e728ae7c5da17ba8366fe9ba0e6b71119af229a803,-0.1193032635542217,-0.11885991831425523,-0.000443345239966475,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_level,renewable_scale,21,balanced,3,1.2,,2,600,600,600,88,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,193a7c52438d75d16786043675ac77fa4f273d6187ecbc87e608d56d9fe0a010,fce14caa0de3d904892d8cfe24d9a0cedbf1964634d220ce850efd48e2a4176f,-0.1193032635542217,-0.11895973464832692,-0.00034352890589478546,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,1,600,600,600,124,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,7be1ccf6231b1c2344b2d32d59f72b1dfdaf4c2957d9245bbffdb150c913a959,9b157f34d6abcb8214adf006ce18e3cd90a345cd2f58be22edc730ed3c248bc4,307.2533566245578,301.32779174438383,5.925564880173965,True,7be1ccf6231b1c2344b2d32d59f72b1dfdaf4c2957d9245bbffdb150c913a959,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,2,600,600,600,125,True,7be1ccf6231b1c2344b2d32d59f72b1dfdaf4c2957d9245bbffdb150c913a959,188c9fcb08e733e351dd5eb926af1595311a7faf0e6d4eab4aaa902ee666b1d6,bc73f27983995cc017de07cb1ac2e2e80d5e956425ae05fd77c1367ceb08c774,301.32779174438383,298.7051870297706,2.622604714613203,True,188c9fcb08e733e351dd5eb926af1595311a7faf0e6d4eab4aaa902ee666b1d6,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,3,600,600,600,115,True,188c9fcb08e733e351dd5eb926af1595311a7faf0e6d4eab4aaa902ee666b1d6,b57a17e7e146986dea626b9ac51b6794fda815378b1c5c8223df2998f539a727,a086daad460cb42f462ffd85572a31df515dbb87bd3dbbb0c4dadf234574ec06,298.7051870297706,299.1941315101482,-0.4889444803775973,False,188c9fcb08e733e351dd5eb926af1595311a7faf0e6d4eab4aaa902ee666b1d6,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,4,600,600,600,113,True,188c9fcb08e733e351dd5eb926af1595311a7faf0e6d4eab4aaa902ee666b1d6,9a5d7387c12136cc36bea3fe77bf9dd1eaf6ffb05ee572f0324855b35f372ded,e71ee197fa8bd71c075c02ac6b9b2e7343ddff7afec459718374b57ef42bc3ff,298.7051870297706,293.0101069261447,5.695080103625912,True,9a5d7387c12136cc36bea3fe77bf9dd1eaf6ffb05ee572f0324855b35f372ded,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,5,600,600,600,105,True,9a5d7387c12136cc36bea3fe77bf9dd1eaf6ffb05ee572f0324855b35f372ded,3968d5493505abd946b91600f144e84dafd92611f7d3de487e350ca7fbfae07e,0389cc136b9624e8624487f4b8f6df5c8d3a992cc106e377166de9bd2a05f4fc,293.0101069261447,291.1885040145297,1.8216029116150025,True,3968d5493505abd946b91600f144e84dafd92611f7d3de487e350ca7fbfae07e,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,6,600,600,600,101,True,3968d5493505abd946b91600f144e84dafd92611f7d3de487e350ca7fbfae07e,92109b355bbe3be1494fe2838f05e8722aeba7b256bc372354e3c22ee415694b,006b20390d1df7ff5684983367be8869fd72683867231862116fe1aa72880e1d,291.1885040145297,287.5006154462083,3.687888568321398,True,92109b355bbe3be1494fe2838f05e8722aeba7b256bc372354e3c22ee415694b,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,7,600,600,600,101,True,92109b355bbe3be1494fe2838f05e8722aeba7b256bc372354e3c22ee415694b,a758b6eff45c608252597af2432a8a33c2eee2d4e62d216dc75528cdf1359d5d,b6be4086d3952f6b026d0e8d3561d99665facca51f8ed0734ff0460ee6bfe5ce,287.5006154462083,284.4692340271059,3.031381419102388,True,a758b6eff45c608252597af2432a8a33c2eee2d4e62d216dc75528cdf1359d5d,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2026.0,2026.0,8,600,600,600,93,True,a758b6eff45c608252597af2432a8a33c2eee2d4e62d216dc75528cdf1359d5d,4526789020a46f9c25dd597ea39e5c6434e38963c6dbf00ceb6e7c20ce80412a,4e009bb7bae5bdbbb893ff470bdcb436b650c37d54220f9b0ce45648d0424489,284.4692340271059,284.3658655147775,0.10336851232841582,True,4526789020a46f9c25dd597ea39e5c6434e38963c6dbf00ceb6e7c20ce80412a,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2027.0,2027.0,1,600,600,600,101,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,d0048ac39bff613f442d187ce36a6d12d3e0edd850d8a3679c2ff34e6c0658ab,41c146fb7bd08f8ba5bb23dd12167d072a896a12a6cd44974696710d38de2799,318.575083831478,313.24814882674906,5.326935004728966,True,d0048ac39bff613f442d187ce36a6d12d3e0edd850d8a3679c2ff34e6c0658ab,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2027.0,2027.0,2,600,600,600,118,True,d0048ac39bff613f442d187ce36a6d12d3e0edd850d8a3679c2ff34e6c0658ab,b4ac50d7195160836e9d4a2aef0342ce5a5f99bc9ec8f9b9952e79134cab6573,7fb1b9e12ecc463f067e90affd6da98234b3ef31cebd13ad8ed8b287d9abf5c7,313.24814882674906,312.23903114809497,1.0091176786540927,True,b4ac50d7195160836e9d4a2aef0342ce5a5f99bc9ec8f9b9952e79134cab6573,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2027.0,2027.0,3,600,600,600,104,True,b4ac50d7195160836e9d4a2aef0342ce5a5f99bc9ec8f9b9952e79134cab6573,936d963157f9af4a7b3901ab37f01c9642579d68550e3ce2f25cb856c8643683,8432244cd58a1dfd1820904babd34a262e346eab99570cb0badf7a5897db07de,312.23903114809497,313.0700346188964,-0.83100347080142,False,b4ac50d7195160836e9d4a2aef0342ce5a5f99bc9ec8f9b9952e79134cab6573,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2027.0,2027.0,4,600,600,600,117,True,b4ac50d7195160836e9d4a2aef0342ce5a5f99bc9ec8f9b9952e79134cab6573,06f850e6530e02c43d59a12ae2e75e0f057e1449b355be241e510970a79526b3,d711752b90297fabd4d7477d8ff45f23a8333601c4b19889ae33892a1066a0e9,312.23903114809497,309.3462575660598,2.8927735820351472,True,06f850e6530e02c43d59a12ae2e75e0f057e1449b355be241e510970a79526b3,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2027.0,2027.0,5,600,600,600,106,True,06f850e6530e02c43d59a12ae2e75e0f057e1449b355be241e510970a79526b3,c2f526b2d8752f035432fa4064bba9efbc8b2bef2b8c99d58eadcf9a8b4ba566,67728df299831d63345cf561edf1e6f8343b4c8c8c172e3acb2980173742142e,309.3462575660598,307.0981464098728,2.248111156187008,True,c2f526b2d8752f035432fa4064bba9efbc8b2bef2b8c99d58eadcf9a8b4ba566,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2027.0,2027.0,6,600,600,600,118,True,c2f526b2d8752f035432fa4064bba9efbc8b2bef2b8c99d58eadcf9a8b4ba566,b87dde4bfcdc0ad680d7dd06d91899670d4876274693af83f64cc71bb818b9c0,7980730e8cc67403532d409b4178fe4da61760e2aa5ddb59d8a4783682bcafb8,307.0981464098728,304.094407153138,3.003739256734832,True,b87dde4bfcdc0ad680d7dd06d91899670d4876274693af83f64cc71bb818b9c0,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
renewable_volatility,seed,21,balanced,3,2027.0,2027.0,7,600,600,600,107,True,b87dde4bfcdc0ad680d7dd06d91899670d4876274693af83f64cc71bb818b9c0,80913bb846cc5d0a514f395fc326af9ef05d638da9cd01a85c43daf3e0c7c09b,10ade71d91c1a5c1531a179c1c0b6a0b1a7f59861b86bb1dfb01c897060ba14f,304.094407153138,300.28541201203177,3.808995141106209,True,80913bb846cc5d0a514f395fc326af9ef05d638da9cd01a85c43daf3e0c7c09b,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
