case,sample_categories,Scheme,PassID,CandidateID,BaseCandidateID,TaskID,Duration,CandidateStart,incremental_reason,accepted,full_task_feasible,full_grid_feasible,rejection_consistent,capacity_pressure_ratio,grid_import_pressure_ratio,abs_residual_cost_CNY,abs_residual_carbon_tCO2,abs_residual_renewable_used_MWh,abs_residual_service_objective,abs_residual_used_gpu_instant,abs_residual_used_it_power_instant_mw,abs_residual_ai_energy_mwh,abs_residual_facility_average_power_mw,max_absolute_residual,max_relative_residual,worst_quantity,audit_mode
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,cost_min,5,Q2C077805,Q2C077805,28079,4.116666666666561,1789.0,no_change,False,True,True,True,0.6709486166007905,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,duration_lt_1h|feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed,cost_min,5,Q2C090958,Q2C090958,41370,0.43333333333339397,2221.0,feasible,False,True,True,True,0.9685814814814816,0.0,0.0,0.0,1.1368683772161603e-13,8.646620745789146e-15,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,capacity_rejected|duration_lt_1h|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,cost_min,5,Q2C111365,Q2C111365,12246,0.36666666666656056,2405.0,gpu_capacity,False,False,True,True,1.0217391304347827,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,cost_min,6,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6222893513888889,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
feasible_but_rejected,feasible_but_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration|return_to_baseline,cost_min,6,Q2C000005,Q2C000005,5,2.683333333333394,2233.0,feasible,False,True,True,True,0.891614814814815,0.0,2.0379957277327776e-08,0.0,1.4085799193708226e-10,2.0225141006413594e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,2.0379957277327776e-08,1.6792171538222049e-12,cost_CNY,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration|return_to_baseline,cost_min,6,Q2C001380,Q2C001380,1380,4.4500000000000455,2009.0,gpu_capacity,False,False,True,True,1.006916996047431,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.2737800857898775e-17,facility_average_power_mw,
random_feasible_move,duration_lt_1h|fractional_duration|no_change|random_feasible_move|random_fixed_seed,cost_min,6,Q2C015260,Q2C015260,15260,0.39999999999997726,299.0,no_change,False,True,True,True,0.9772455292682927,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
accepted,accepted|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,cost_min,6,Q2C016213,Q2C016213,16213,3.6666666666666288,770.0,accepted,True,True,True,True,0.9782608695652174,0.0,5.62795321457088e-09,0.0,2.2748736228095368e-10,3.93574062229618e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,5.62795321457088e-09,2.5312956809623505e-11,cost_CNY,
random_feasible_move,duration_lt_1h|fractional_duration|no_change|random_feasible_move|random_fixed_seed,cost_min,6,Q2C019280,Q2C019280,19280,0.8833333333332121,2295.0,no_change,False,True,True,True,0.8070652173913043,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,cost_min,6,Q2C037002,Q2C037002,37002,1.25,670.0,no_change,False,True,True,True,0.8674412690476191,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,cost_min,6,Q2C045668,Q2C045668,45668,3.8833333333333258,990.0,no_change,False,True,True,True,0.9941398365853659,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,cost_min,6,Q2C049797,Q2C049797,49797,4.933333333333394,2137.0,no_change,False,True,True,True,0.998716049382716,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,capacity_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,cost_min,6,Q2C062005,Q2C062005,12116,2.25,2403.0,gpu_capacity,False,False,True,True,1.0227272727272727,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.071797397939895e-16,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,cost_min,6,Q2C073469,Q2C073469,23695,6.316666666666606,1719.0,feasible,False,True,True,True,0.9862271604938272,0.0,0.0,0.0,3.8977532312856056e-10,3.189202374409561e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.8977532312856056e-10,2.804811632798686e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,cost_min,6,Q2C077825,Q2C077825,28099,6.383333333333326,783.0,feasible,False,True,True,True,0.7816365853658538,0.0,0.0,0.0,2.7910118660656735e-11,1.399054483375295e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,2.7910118660656735e-11,4.269865575106779e-12,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,cost_min,6,Q2C117177,Q2C117177,18257,4.816666666666606,2226.0,feasible,False,True,True,True,0.7364896833333334,0.0,0.0,0.0,0.0,3.0006150626813062e-15,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,cost_min,6,Q2C119040,Q2C119040,20176,3.5,135.0,feasible,False,True,True,True,0.8747412008281573,0.0,0.0,0.0,1.2519194569904357e-09,2.1029185337528844e-15,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,1.2519194569904357e-09,1.2519194569904357e-09,renewable_used_MWh,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,carbon_direct,1,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6230115736111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,duration_lt_1h|fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_feasible_move|random_fixed_seed,carbon_direct,1,Q2C014393,Q2C014393,14393,0.6333333333332121,2058.0,no_change,False,True,True,True,0.8009510869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,1,Q2C017077,Q2C017077,17077,1.7666666666666515,1232.0,no_change,False,True,True,True,0.8508142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,1,Q2C019257,Q2C019257,19257,4.550000000000182,2362.0,no_change,False,True,True,True,0.9634387351778656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,1,Q2C040864,Q2C040864,40864,3.46666666666664,398.0,no_change,False,True,True,True,0.7913514395061728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,duration_lt_1h|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,1,Q2C043644,Q2C043644,43644,0.8333333333333712,885.0,no_change,False,True,True,True,0.45246666607142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
feasible_but_rejected,feasible_but_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,carbon_direct,1,Q2C050001,Q2C050001,1,4.666666666666686,2401.0,feasible,False,True,True,True,0.8188184517857142,0.0,1.4657416613772511e-08,0.0,3.666400516522117e-10,7.993605777301127e-14,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.4657416613772511e-08,2.943177588409582e-12,cost_CNY,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,carbon_direct,1,Q2C050005,Q2C050005,5,2.683333333333394,2239.0,it_capacity,False,False,True,True,1.0386577243902437,0.0,,,,,0.0,1.4210854715202004e-14,0.0,1.1368683772161603e-13,1.1368683772161603e-13,8.943764325387517e-18,facility_average_power_mw,
accepted,accepted|fractional_duration|random_fixed_seed|region_migration,carbon_direct,1,Q2C051439,Q2C051439,1455,2.733333333333121,2403.0,accepted,True,True,True,True,0.9565217391304348,0.07082196078432082,2.9583134164568037e-08,3.197442310920451e-14,4.704361344920471e-10,7.914675859144182e-17,0.0,2.842170943040401e-14,1.4210854715202004e-14,1.1368683772161603e-13,2.9583134164568037e-08,7.811176959728713e-12,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,1,Q2C098437,Q2C098437,48919,4.400000000000091,1378.0,feasible,False,True,True,True,0.988152380952381,0.0,0.0,0.0,6.451159606513102e-10,6.034398241511196e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,6.451159606513102e-10,6.451159606513102e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,1,Q2C099703,Q2C099703,198,6.099999999999909,1072.0,feasible,False,True,True,True,0.7541853658536585,0.0,0.0,0.0,0.0,2.9039677563666433e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,1,Q2C113229,Q2C113229,14170,5.066666666666606,2029.0,feasible,False,True,True,True,0.8535707317073171,0.0,3.177774487994611e-08,0.0,4.164348865742795e-10,1.1657341758564144e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,3.177774487994611e-08,6.965202227892913e-12,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,1,Q2C113398,Q2C113398,14345,6.116666666666561,1883.0,feasible,False,True,True,True,0.8896468261904762,0.0,0.0,0.0,1.2857981346314773e-10,2.402592014227878e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.2857981346314773e-10,1.663071432686445e-11,renewable_used_MWh,
random_feasible_move,duration_lt_1h|feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,1,Q2C118848,Q2C118848,19981,0.31666666666660603,2178.0,feasible,False,True,True,True,0.8033126293995859,0.0,0.0,0.0,3.6914116208208725e-10,2.223156554681527e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,3.6914116208208725e-10,3.6914116208208725e-10,renewable_used_MWh,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,carbon_direct,2,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6230115736111111,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
cross_2399_2400,cross_2399_2400|feasible_but_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,carbon_direct,2,Q2C001455,Q2C001455,1455,2.733333333333121,2399.0,feasible,False,True,True,True,0.8060555555555556,0.0,1.2387317838147283e-08,0.0,4.703224476543255e-10,7.914675859144182e-17,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.2387317838147283e-08,3.689743507051688e-12,cost_CNY,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,2,Q2C013849,Q2C013849,13849,2.2166666666666686,105.0,no_change,False,True,True,True,0.9614057604938271,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,hour_boundary|integer_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,2,Q2C014847,Q2C014847,14847,3.0,2345.0,no_change,False,True,True,True,0.6348543209876543,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,2,Q2C020375,Q2C020375,20375,5.4166666666667425,1388.0,no_change,False,True,True,True,0.8685809523809526,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,2,Q2C027407,Q2C027407,27407,6.0499999999999545,1346.0,no_change,False,True,True,True,0.9720920642857143,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,duration_lt_1h|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,2,Q2C028974,Q2C028974,28974,0.36666666666678793,2199.0,no_change,False,True,True,True,0.7197178853658538,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,2,Q2C029677,Q2C029677,29677,1.3333333333333144,460.0,no_change,False,True,True,True,0.6820462958333333,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,carbon_direct,2,Q2C050005,Q2C050005,5,2.683333333333394,2239.0,it_capacity,False,False,True,True,1.0386577243902437,0.0,,,,,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,8.943764325387517e-18,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed,carbon_direct,2,Q2C099596,Q2C099596,85,5.566666666666606,2400.0,feasible,False,True,True,True,0.9830081292682927,0.0,0.0,0.0,5.684341886080802e-14,5.551115123125783e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,duration_lt_1h|feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,2,Q2C112028,Q2C112028,12931,0.41666666666674246,1142.0,feasible,False,True,True,True,0.8134148148148148,0.0,0.0,0.0,4.594653546519112e-10,5.303510451984406e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,4.594653546519112e-10,4.594653546519112e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,2,Q2C114984,Q2C114984,15987,3.533333333333303,2193.0,feasible,False,True,True,True,0.9985706357142858,0.0,0.0,0.0,0.0,4.0586769513815957e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,2,Q2C116894,Q2C116894,17958,2.816666666666606,1868.0,feasible,False,True,True,True,0.8923395445134575,0.0,0.0,0.0,5.017568582843523e-10,4.683753385137379e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,5.017568582843523e-10,1.391707262059544e-10,renewable_used_MWh,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,carbon_direct,3,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6230115736111111,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
cross_2399_2400,cross_2399_2400|feasible_but_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,carbon_direct,3,Q2C001455,Q2C001455,1455,2.733333333333121,2399.0,feasible,False,True,True,True,0.8060555555555556,0.0,1.2387317838147283e-08,0.0,4.703224476543255e-10,7.914675859144182e-17,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.2387317838147283e-08,3.689743507051688e-12,cost_CNY,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,3,Q2C012213,Q2C012213,12213,1.5,968.0,no_change,False,True,True,True,0.9360320981481481,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,3,Q2C016953,Q2C016953,16953,6.5166666666666515,1483.0,no_change,False,True,True,True,0.7880434782608695,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,3,Q2C022174,Q2C022174,22174,4.96666666666664,430.0,no_change,False,True,True,True,0.7240285714285715,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,duration_lt_1h|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,3,Q2C029225,Q2C029225,29225,0.31666666666667,58.0,no_change,False,True,True,True,0.9970016469135804,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,3,Q2C030310,Q2C030310,30310,5.683333333333394,1908.0,no_change,False,True,True,True,0.6438981481481483,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,3,Q2C036391,Q2C036391,36391,1.8999999999999773,782.0,no_change,False,True,True,True,0.6169772256728778,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,duration_lt_1h|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,3,Q2C044341,Q2C044341,44341,0.8999999999999773,306.0,no_change,False,True,True,True,0.722567287784679,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,carbon_direct,3,Q2C050005,Q2C050005,5,2.683333333333394,2239.0,it_capacity,False,False,True,True,1.0386577243902437,0.0,,,,,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,8.943764325387517e-18,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,3,Q2C058025,Q2C058025,8095,3.7666666666666657,2402.0,feasible,False,True,True,True,0.9738650414634147,0.0,1.907028490677476e-08,0.0,7.185008144006133e-11,1.174060848541103e-14,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.907028490677476e-08,3.5936410098770564e-11,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,3,Q2C079317,Q2C079317,29606,3.933333333333337,435.0,feasible,False,True,True,True,0.9055706521739131,0.0,1.675653038546443e-08,0.0,7.58859641791787e-10,5.121771062821523e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.675653038546443e-08,5.07656411311118e-12,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,3,Q2C079750,Q2C079750,30044,6.216666666666697,1191.0,feasible,False,True,True,True,0.7275495926829268,0.0,0.0,0.0,0.0,8.23919112189625e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,carbon_direct,4,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6230115736111111,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
cross_2399_2400,cross_2399_2400|feasible_but_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,carbon_direct,4,Q2C001455,Q2C001455,1455,2.733333333333121,2399.0,feasible,False,True,True,True,0.8060555555555556,0.0,1.2387317838147283e-08,0.0,4.703224476543255e-10,7.914675859144182e-17,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.2387317838147283e-08,3.689743507051688e-12,cost_CNY,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,4,Q2C021215,Q2C021215,21215,2.5,1137.0,no_change,False,True,True,True,0.9644211390243903,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,4,Q2C038227,Q2C038227,38227,2.8000000000000114,462.0,no_change,False,True,True,True,0.8819523803571429,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,4,Q2C041605,Q2C041605,41605,2.783333333333303,1157.0,no_change,False,True,True,True,0.9632000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,4,Q2C042677,Q2C042677,42677,4.733333333333334,120.0,no_change,False,True,True,True,0.8335597826086957,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,carbon_direct,4,Q2C050005,Q2C050005,5,2.683333333333394,2239.0,it_capacity,False,False,True,True,1.0386577243902437,0.0,,,,,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,8.943764325387517e-18,facility_average_power_mw,
random_feasible_move,capacity_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,4,Q2C059951,Q2C059951,10048,5.9166666666667425,1105.0,it_capacity,False,False,True,True,1.0097670790123456,0.0,,,,,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,6.7353505640429044e-18,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_cross_two_hours|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,4,Q2C060091,Q2C060091,10189,1.349999999999909,2018.0,feasible,False,True,True,True,0.989248780487805,0.0,0.0,0.0,1.8189894035458565e-11,7.1181599568641285e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.8189894035458565e-11,1.8189894035458565e-11,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,4,Q2C067247,Q2C067247,17418,4.5166666666666515,2122.0,feasible,False,True,True,True,0.9699308951219511,0.0,1.3016688171774149e-08,0.0,2.9899638320785016e-10,2.525757381022231e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.3016688171774149e-08,3.491822462841275e-12,cost_CNY,
random_feasible_move,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,4,Q2C099204,Q2C099204,49692,6.43333333333328,681.0,it_capacity,False,False,True,True,1.0195226345679012,0.0,,,,,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,8.581744940322275e-15,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,4,Q2C101472,Q2C101472,2030,5.383333333333326,977.0,feasible,False,True,True,True,0.8893280632411067,0.0,0.0,0.0,1.1247607289988082e-09,1.0269562977782698e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1247607289988082e-09,1.4672323144551663e-10,renewable_used_MWh,
