Hour,Region,TaskType,Prediction_GPU,Actual_GPU,FeatureUsesTestTruth,SelectedModel,SelectedCandidateID
2379,RegionD,BatchInference,16.403442338206617,14.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2380,RegionD,BatchInference,16.34296747830781,22.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2381,RegionD,BatchInference,16.567691016122467,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2382,RegionD,BatchInference,16.668927429562213,19.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2383,RegionD,BatchInference,16.668780380550935,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2384,RegionD,BatchInference,16.994669996890856,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2385,RegionD,BatchInference,17.3489595783391,34.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2386,RegionD,BatchInference,17.463646647733118,60.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2387,RegionD,BatchInference,17.343356866704852,15.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2388,RegionD,BatchInference,17.958090784160657,33.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2389,RegionD,BatchInference,17.627671836030515,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2390,RegionD,BatchInference,18.61229854493663,54.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2391,RegionD,BatchInference,18.90203455931267,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2392,RegionD,BatchInference,18.677657702698728,29.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2393,RegionD,BatchInference,19.007714204946296,21.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2394,RegionD,BatchInference,18.661525577845918,41.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2395,RegionD,BatchInference,18.458812836097643,42.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2396,RegionD,BatchInference,18.44389261590531,59.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2397,RegionD,BatchInference,18.414854543485735,27.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2398,RegionD,BatchInference,18.00274583906282,11.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2399,RegionD,BatchInference,17.85716116335284,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2376,RegionD,AITraining,153.66433788308353,119.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2377,RegionD,AITraining,166.74277993299998,209.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2378,RegionD,AITraining,168.52135259233913,147.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2379,RegionD,AITraining,167.95937494021328,374.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2380,RegionD,AITraining,166.57770487380463,83.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2381,RegionD,AITraining,168.91833108372438,178.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionD,AITraining,170.12882600079996,91.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionD,AITraining,167.68536355077202,112.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionD,AITraining,166.1170777734903,68.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionD,AITraining,167.36260514066942,64.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionD,AITraining,161.22631681794044,116.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionD,AITraining,155.8869521752839,126.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionD,AITraining,157.30488944386087,59.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionD,AITraining,156.49079448171108,276.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionD,AITraining,161.64406140225086,299.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionD,AITraining,156.64727663162043,142.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionD,AITraining,160.129472663774,221.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionD,AITraining,155.84125591651272,22.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionD,AITraining,159.10899014260886,214.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionD,AITraining,164.23515073576777,112.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionD,AITraining,164.31473036345895,176.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionD,AITraining,163.58426945326488,37.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionD,AITraining,157.81796852829686,381.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionD,AITraining,162.91917406011117,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2376,RegionE,RealTimeInference,3.016020487666787e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2377,RegionE,RealTimeInference,1.8499154999143136e-07,5.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2378,RegionE,RealTimeInference,1.365433619779529e-07,2.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2379,RegionE,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2380,RegionE,RealTimeInference,6.544356361311584e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2381,RegionE,RealTimeInference,4.291488769465782e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionE,RealTimeInference,4.601882000246597e-08,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionE,RealTimeInference,1.7525349931679797e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionE,RealTimeInference,1.1502877497055533e-07,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionE,RealTimeInference,2.6697838308813704e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionE,RealTimeInference,2.3612754888613247e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionE,RealTimeInference,2.38453729852418e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionE,RealTimeInference,3.7176067311141987e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionE,RealTimeInference,3.655433150064254e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionE,RealTimeInference,2.916377108880906e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionE,RealTimeInference,6.77441611986307e-07,5.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionE,RealTimeInference,6.355726504663281e-07,5.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionE,RealTimeInference,6.407535867013772e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionE,RealTimeInference,4.2423925731453684e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionE,RealTimeInference,5.59916842921122e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionE,RealTimeInference,5.436363336600408e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionE,RealTimeInference,5.265818351432877e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionE,RealTimeInference,4.7353594392576105e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionE,RealTimeInference,4.2521236456040905e-07,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2376,RegionE,BatchInference,11.121709644331089,34.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2377,RegionE,BatchInference,10.916803036026666,55.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2378,RegionE,BatchInference,11.101197301221365,42.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2379,RegionE,BatchInference,11.840787459145634,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2380,RegionE,BatchInference,11.26677369389124,20.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2381,RegionE,BatchInference,11.846790542978658,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionE,BatchInference,11.519822620930148,23.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionE,BatchInference,11.347159424575198,14.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionE,BatchInference,11.630573194611612,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionE,BatchInference,12.200978203455984,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionE,BatchInference,11.954802772488659,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionE,BatchInference,12.144315602713267,68.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionE,BatchInference,12.01697589417442,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionE,BatchInference,11.92703300406859,22.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionE,BatchInference,11.604371773818231,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionE,BatchInference,11.273388825173495,14.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionE,BatchInference,11.336550688628593,9.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionE,BatchInference,11.153168607129727,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionE,BatchInference,10.392057364450583,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionE,BatchInference,10.986327493770517,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionE,BatchInference,10.637797112252683,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionE,BatchInference,10.974639804726449,39.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionE,BatchInference,10.952735861258866,30.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionE,BatchInference,10.696458292331503,13.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2376,RegionE,AITraining,125.37829807676187,111.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2377,RegionE,AITraining,132.73606733367723,321.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2378,RegionE,AITraining,141.82872510985896,335.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2379,RegionE,AITraining,134.5429570795245,70.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2380,RegionE,AITraining,133.95021749283256,73.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2381,RegionE,AITraining,132.27012869251888,161.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2382,RegionE,AITraining,121.07902236572326,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2383,RegionE,AITraining,128.32078501696995,286.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2384,RegionE,AITraining,115.54747938417256,153.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2385,RegionE,AITraining,119.69893290543374,144.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2386,RegionE,AITraining,117.07683185029688,101.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2387,RegionE,AITraining,121.35199437782504,368.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2388,RegionE,AITraining,112.52518039302372,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2389,RegionE,AITraining,119.00926574908648,128.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2390,RegionE,AITraining,120.56076921564416,517.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2391,RegionE,AITraining,117.41757891245749,297.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2392,RegionE,AITraining,107.99619210927426,104.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2393,RegionE,AITraining,109.72746136655476,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2394,RegionE,AITraining,118.05459387349026,261.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2395,RegionE,AITraining,114.86841156650058,269.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2396,RegionE,AITraining,114.80209701536711,105.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2397,RegionE,AITraining,119.8891215301771,109.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2398,RegionE,AITraining,110.40801910993089,161.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2399,RegionE,AITraining,113.5041582130053,115.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2376,RegionF,RealTimeInference,1.205825146254521e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2377,RegionF,RealTimeInference,1.311119385115758e-08,2.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2378,RegionF,RealTimeInference,1.0225933652579908e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2379,RegionF,RealTimeInference,1.2449591002191143e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2380,RegionF,RealTimeInference,1.2840732284535284e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2381,RegionF,RealTimeInference,1.2963466251516959e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2382,RegionF,RealTimeInference,1.2804857320733468e-08,1.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2383,RegionF,RealTimeInference,1.2370479441883825e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2384,RegionF,RealTimeInference,1.168404350677052e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2385,RegionF,RealTimeInference,1.2016657418385625e-08,7.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2386,RegionF,RealTimeInference,1.0784784018848052e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2387,RegionF,RealTimeInference,8.58009816268853e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2388,RegionF,RealTimeInference,7.4067428457559485e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2389,RegionF,RealTimeInference,2.1747832095737725e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2390,RegionF,RealTimeInference,5.268848532230259e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2391,RegionF,RealTimeInference,4.4301746433388444e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2392,RegionF,RealTimeInference,1.2548910270184984e-08,1.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2393,RegionF,RealTimeInference,3.442147804780331e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2394,RegionF,RealTimeInference,3.3369506909984878e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2395,RegionF,RealTimeInference,1.4412595944442082e-08,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2396,RegionF,RealTimeInference,5.28524208943998e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2397,RegionF,RealTimeInference,4.462177763582892e-09,0.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2398,RegionF,RealTimeInference,1.8294406259935696e-08,3.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2399,RegionF,RealTimeInference,1.9273578568486532e-08,1.0,False,Huber,"Huber(epsilon=1.10,alpha=0.001)"
2376,RegionF,BatchInference,10.539972790652724,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2377,RegionF,BatchInference,7.92401295781764,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2378,RegionF,BatchInference,9.476335376667976,9.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2379,RegionF,BatchInference,10.062028323110443,9.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2380,RegionF,BatchInference,9.597342222235188,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2381,RegionF,BatchInference,9.561358553685727,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2382,RegionF,BatchInference,8.441817759614633,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2383,RegionF,BatchInference,8.23514896410233,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2384,RegionF,BatchInference,10.156847944772938,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2385,RegionF,BatchInference,10.128007663782048,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2386,RegionF,BatchInference,10.16698976447694,12.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2387,RegionF,BatchInference,11.449729131157826,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2388,RegionF,BatchInference,11.069102724610417,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2389,RegionF,BatchInference,11.440171161559316,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2390,RegionF,BatchInference,11.380332845953477,15.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2391,RegionF,BatchInference,10.873591384768426,21.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2392,RegionF,BatchInference,11.190371935779805,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2393,RegionF,BatchInference,10.687036155089826,23.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2394,RegionF,BatchInference,11.351608771124644,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2395,RegionF,BatchInference,10.629190422617643,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2396,RegionF,BatchInference,10.91882812036989,14.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2397,RegionF,BatchInference,10.971350742951799,39.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2398,RegionF,BatchInference,10.66775427746307,36.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2399,RegionF,BatchInference,9.378855893634807,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2376,RegionF,AITraining,123.79251150249864,124.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2377,RegionF,AITraining,120.23627161407259,321.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2378,RegionF,AITraining,122.10116792874919,296.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2379,RegionF,AITraining,122.78244555438415,102.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2380,RegionF,AITraining,123.95620920692927,329.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2381,RegionF,AITraining,121.55143453977541,191.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionF,AITraining,121.00794902762382,180.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionF,AITraining,121.3842782744472,159.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionF,AITraining,120.09187687355119,179.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionF,AITraining,119.12417306892301,393.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionF,AITraining,117.1741848710531,114.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionF,AITraining,116.18872422572024,226.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionF,AITraining,115.32885732801832,345.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionF,AITraining,114.0913355567593,41.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionF,AITraining,113.57369923617995,87.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionF,AITraining,112.76399400799406,58.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionF,AITraining,111.85428745253041,250.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionF,AITraining,113.78966328594771,223.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionF,AITraining,112.8673693688839,339.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionF,AITraining,113.18442287356028,149.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionF,AITraining,114.85814802174524,121.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionF,AITraining,115.65557708497434,76.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionF,AITraining,116.23834499703462,122.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionF,AITraining,117.32199432765543,271.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
