Region,Hour,FacilityLoad_MW,AvailableRenewable_MW,SOC_MWh,GridExportLimit_MW,Price,SellPrice,CarbonIntensity,RenewableDirectUse_MW,RenewableCharge_MW,GridCharge_MW,Charge_MW,Discharge_MW,StorageToLoad_MW,RenewableSell_MW,StorageSell_MW,GridPurchaseForLoad_MW,GridPurchase_MW,GridSell_MW,RenewableCurtailment_MW,NetGrid_MW,RenewableUse_MW,Curtailment_MW
RegionA,1487,465.48269999999997,510.22,157.5,0.0,624.7,0.0,0.648,465.48269999999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,44.73730000000006,0.0,465.48269999999997,44.73730000000006
RegionA,1488,508.4478004500008,540.19,157.5,0.0,451.3,0.0,0.6534,508.4478004500008,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,31.74219954999927,0.0,508.4478004500008,31.74219954999927
RegionA,1489,519.1470000000004,587.87,157.5,0.0,451.43,0.0,0.6555,519.1470000000004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,68.72299999999962,0.0,519.1470000000004,68.72299999999962
RegionA,1490,531.6030000000001,650.0,157.5,0.0,451.58,0.0,0.6543,531.6030000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,118.39699999999993,0.0,531.6030000000001,118.39699999999993
RegionA,1491,542.4192000000002,722.35,157.5,0.0,451.73,0.0,0.6498,542.4192000000002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,179.93079999999986,0.0,542.4192000000002,179.93079999999986
RegionA,1492,556.4159999999999,800.0,157.5,0.0,451.89,0.0,0.6424,556.4159999999999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,243.58400000000006,0.0,556.4159999999999,243.58400000000006
RegionA,1493,553.7375999999989,877.65,157.5,0.0,452.05,0.0,0.6327,553.7375999999989,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,323.91240000000107,0.0,553.7375999999989,323.91240000000107
RegionA,1494,543.1319999999998,950.0,157.5,0.0,452.22,0.0,0.6212,543.1319999999998,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,406.86800000000017,0.0,543.1319999999998,406.86800000000017
RegionA,1495,556.6590004500001,1012.13,157.5,0.0,696.0,0.0,0.609,556.6590004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,455.4709995499999,0.0,556.6590004500001,455.4709995499999
RegionA,1496,545.9184004499994,1059.81,157.5,0.0,696.28,0.0,0.5967,545.9184004499994,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,513.8915995500006,0.0,545.9184004499994,513.8915995500006
RegionA,1497,540.9652495500001,1089.78,157.5,0.0,696.58,0.0,0.5853,540.9652495500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,548.8147504499999,0.0,540.9652495500001,548.8147504499999
RegionA,1498,547.9308004500001,1100.0,157.5,0.0,696.87,0.0,0.5756,547.9308004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,552.0691995499999,0.0,547.9308004500001,552.0691995499999
RegionA,1499,530.32769955,1089.78,157.5,0.0,697.18,0.0,0.5684,530.32769955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,559.4523004499999,0.0,530.32769955,559.4523004499999
RegionA,1500,480.0159000000003,1059.81,157.5,0.0,697.49,0.0,0.564,480.0159000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,579.7940999999996,0.0,480.0159000000003,579.7940999999996
RegionA,1501,489.45195045,1012.13,157.5,0.0,697.82,0.0,0.563,489.45195045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,522.67804955,0.0,489.45195045,522.67804955
RegionA,1502,485.5923004500002,950.0,157.5,0.0,698.14,0.0,0.5653,485.5923004500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,464.4076995499998,0.0,485.5923004500002,464.4076995499998
RegionA,1503,458.6174999999974,877.65,157.5,0.0,698.47,0.0,0.5709,458.6174999999974,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,419.0325000000026,0.0,458.6174999999974,419.0325000000026
RegionA,1504,372.39930044999886,800.0,157.5,0.0,698.81,0.0,0.5794,372.39930044999886,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,427.60069955000114,0.0,372.39930044999886,427.60069955000114
RegionA,1505,373.0477500000003,722.35,157.5,0.0,1013.77,0.0,0.5904,373.0477500000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,349.30224999999973,0.0,373.0477500000003,349.30224999999973
RegionA,1506,367.56539999999944,650.0,157.5,0.0,1014.27,0.0,0.603,367.56539999999944,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,282.43460000000056,0.0,367.56539999999944,282.43460000000056
RegionA,1507,336.0915000000005,587.87,157.5,0.0,1014.78,0.0,0.6165,336.0915000000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,251.7784999999995,0.0,336.0915000000005,251.7784999999995
RegionA,1508,351.0053995499996,540.19,157.5,0.0,1015.29,0.0,0.6301,351.0053995499996,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,189.18460045000046,0.0,351.0053995499996,189.18460045000046
RegionA,1509,406.61279955,510.22,157.5,0.0,1015.81,0.0,0.6427,406.61279955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,103.60720045000005,0.0,406.61279955,103.60720045000005
RegionA,1510,451.2924004500042,500.0,157.5,0.0,630.82,0.0,0.6537,451.2924004500042,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,48.70759954999579,0.0,451.2924004500042,48.70759954999579
RegionA,1511,471.1185004499988,510.22,157.5,0.0,631.14,0.0,0.6623,471.1185004499988,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,39.10149955000122,0.0,471.1185004499988,39.10149955000122
RegionA,1512,509.0355000000031,540.19,157.5,0.0,456.06,0.0,0.6679,509.0355000000031,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,31.154499999996972,0.0,509.0355000000031,31.154499999996972
RegionA,1513,540.7488004500021,587.87,157.5,0.0,456.29,0.0,0.6703,540.7488004500021,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,47.12119954999787,0.0,540.7488004500021,47.12119954999787
RegionA,1514,554.1875999999999,650.0,157.5,0.0,456.53,0.0,0.6693,554.1875999999999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,95.81240000000014,0.0,554.1875999999999,95.81240000000014
RegionA,1515,560.4714004500013,722.35,157.5,0.0,456.76,0.0,0.665,560.4714004500013,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,161.87859954999874,0.0,560.4714004500013,161.87859954999874
RegionA,1516,552.0366000000001,800.0,157.5,0.0,456.99,0.0,0.6578,552.0366000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,247.96339999999987,0.0,552.0366000000001,247.96339999999987
RegionA,1517,545.8157995500015,877.65,157.5,0.0,457.22,0.0,0.6483,545.8157995500015,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,331.83420044999843,0.0,545.8157995500015,331.83420044999843
RegionA,1518,543.3372004500002,950.0,157.5,0.0,457.45,0.0,0.637,543.3372004500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,406.6627995499998,0.0,543.3372004500002,406.6627995499998
RegionA,1519,529.9015504500004,1012.13,157.5,0.0,704.11,0.0,0.6248,529.9015504500004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,482.2284495499996,0.0,529.9015504500004,482.2284495499996
RegionA,1520,541.35,1059.81,157.5,0.0,704.46,0.0,0.6126,541.35,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,518.4599999999999,0.0,541.35,518.4599999999999
RegionA,1521,559.1970004499999,1089.78,157.5,0.0,704.8,0.0,0.6013,559.1970004499999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,530.5829995500001,0.0,559.1970004499999,530.5829995500001
RegionA,1522,549.3096000000002,1100.0,157.5,0.0,705.13,0.0,0.5917,549.3096000000002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,550.6903999999998,0.0,549.3096000000002,550.6903999999998
RegionA,1523,535.8262495500005,1089.78,157.5,0.0,705.46,0.0,0.5845,535.8262495500005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,553.9537504499995,0.0,535.8262495500005,553.9537504499995
RegionA,1524,547.2359995499996,1059.81,157.5,0.0,705.78,0.0,0.5802,547.2359995499996,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,512.5740004500003,0.0,547.2359995499996,512.5740004500003
RegionA,1525,535.5571504500004,1012.13,157.5,0.0,706.1,0.0,0.5791,535.5571504500004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,476.57284954999955,0.0,535.5571504500004,476.57284954999955
RegionA,1526,488.0816999999986,950.0,157.5,0.0,706.41,0.0,0.5814,488.0816999999986,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,461.9183000000014,0.0,488.0816999999986,461.9183000000014
RegionA,1527,468.83339955,877.65,157.5,0.0,706.71,0.0,0.5869,468.83339955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,408.81660044999995,0.0,468.83339955,408.81660044999995
RegionA,1528,405.0787500000039,800.0,157.5,0.0,707.01,0.0,0.5954,405.0787500000039,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,394.9212499999961,0.0,405.0787500000039,394.9212499999961
RegionA,1529,354.7629000000004,722.35,157.5,0.0,1025.58,0.0,0.6062,354.7629000000004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,367.5870999999996,0.0,354.7629000000004,367.5870999999996
RegionA,1530,370.9098000000007,650.0,157.5,0.0,1025.98,0.0,0.6188,370.9098000000007,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,279.0901999999993,0.0,370.9098000000007,279.0901999999993
RegionA,1531,387.76140045000005,587.87,157.5,0.0,1026.37,0.0,0.6321,387.76140045000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,200.10859954999995,0.0,387.76140045000005,200.10859954999995
RegionA,1532,408.8232000000016,540.19,157.5,0.0,1026.74,0.0,0.6455,408.8232000000016,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,131.36679999999848,0.0,408.8232000000016,131.36679999999848
RegionA,1533,399.49200045,510.22,157.5,0.0,1027.1,0.0,0.658,399.49200045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,110.72799955000005,0.0,399.49200045,110.72799955000005
RegionA,1534,416.00969954999886,500.0,157.5,0.0,637.73,0.0,0.6687,416.00969954999886,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,83.99030045000114,0.0,416.00969954999886,83.99030045000114
RegionA,1535,419.9895004500002,510.22,157.5,0.0,637.93,0.0,0.6771,419.9895004500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,90.23049954999982,0.0,419.9895004500002,90.23049954999982
RegionA,1536,528.5411999999998,540.19,157.5,0.0,460.87,0.0,0.6825,528.5411999999998,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,11.648800000000278,0.0,528.5411999999998,11.648800000000278
RegionA,1537,492.46649955000004,587.87,157.5,0.0,461.0,0.0,0.6846,492.46649955000004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,95.40350044999997,0.0,492.46649955000004,95.40350044999997
RegionA,1538,555.0277495500001,650.0,157.5,0.0,461.12,0.0,0.6833,555.0277495500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,94.97225044999993,0.0,555.0277495500001,94.97225044999993
RegionA,1539,551.8530000000002,722.35,157.5,0.0,461.24,0.0,0.6787,551.8530000000002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,170.49699999999984,0.0,551.8530000000002,170.49699999999984
RegionA,1540,543.5806504499997,800.0,157.5,0.0,461.35,0.0,0.6712,543.5806504499997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,256.41934955000033,0.0,543.5806504499997,256.41934955000033
RegionA,1541,547.128,877.65,157.5,0.0,461.45,0.0,0.6612,547.128,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,330.52199999999993,0.0,547.128,330.52199999999993
RegionA,1542,553.0050000000011,950.0,157.5,0.0,461.54,0.0,0.6496,553.0050000000011,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,396.99499999999887,0.0,553.0050000000011,396.99499999999887
RegionA,1543,542.7630004500004,1012.13,157.5,0.0,710.19,0.0,0.637,542.7630004500004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,469.3669995499996,0.0,542.7630004500004,469.3669995499996
RegionA,1544,542.9673004500004,1059.81,157.5,0.0,710.3,0.0,0.6245,542.9673004500004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,516.8426995499996,0.0,542.9673004500004,516.8426995499996
RegionA,1545,538.720199999999,1089.78,157.5,0.0,710.4,0.0,0.6128,538.720199999999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,551.059800000001,0.0,538.720199999999,551.059800000001
RegionA,1546,548.0658,1100.0,157.5,0.0,710.49,0.0,0.6027,548.0658,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,551.9342,0.0,548.0658,551.9342
RegionA,1547,540.3608999999999,1089.78,157.5,0.0,710.56,0.0,0.595,540.3608999999999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,549.4191000000001,0.0,540.3608999999999,549.4191000000001
RegionA,1548,472.0850995500002,1059.81,157.5,0.0,710.62,0.0,0.5902,472.0850995500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,587.7249004499997,0.0,472.0850995500002,587.7249004499997
RegionA,1549,448.49520045,1012.13,157.5,0.0,710.66,0.0,0.5887,448.49520045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,563.63479955,0.0,448.49520045,563.63479955
RegionA,1550,437.27040045000035,950.0,157.5,0.0,710.69,0.0,0.5905,437.27040045000035,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,512.7295995499996,0.0,437.27040045000035,512.7295995499996
RegionA,1551,387.7461004500005,877.65,157.5,0.0,710.7,0.0,0.5955,387.7461004500005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,489.9038995499995,0.0,387.7461004500005,489.9038995499995
RegionA,1552,360.68040045,800.0,157.5,0.0,710.7,0.0,0.6035,360.68040045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,439.31959955,0.0,360.68040045,439.31959955
RegionA,1553,319.94910000000067,722.35,157.5,0.0,1030.49,0.0,0.6138,319.94910000000067,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,402.40089999999935,0.0,319.94910000000067,402.40089999999935
RegionA,1554,320.7464995499994,650.0,157.5,0.0,1030.44,0.0,0.6258,320.7464995499994,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,329.2535004500006,0.0,320.7464995499994,329.2535004500006
RegionA,1555,396.7730999999997,587.87,157.5,0.0,1030.37,0.0,0.6386,396.7730999999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,191.0969000000003,0.0,396.7730999999997,191.0969000000003
RegionA,1556,442.7000995500001,540.19,157.5,0.0,1030.28,0.0,0.6514,442.7000995500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,97.48990044999994,0.0,442.7000995500001,97.48990044999994
RegionA,1557,454.4176495499986,510.22,157.5,0.0,1030.17,0.0,0.6633,454.4176495499986,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,55.80235045000143,0.0,454.4176495499986,55.80235045000143
RegionA,1558,388.8207000000006,500.0,157.5,0.0,639.33,0.0,0.6735,388.8207000000006,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,111.17929999999939,0.0,388.8207000000006,111.17929999999939
RegionA,1559,464.95980000000105,510.22,157.5,0.0,639.24,0.0,0.6812,464.95980000000105,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,45.260199999998974,0.0,464.95980000000105,45.260199999998974
RegionA,1560,460.21679954999996,540.19,157.5,0.0,461.59,0.0,0.686,460.21679954999996,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,79.97320045000009,0.0,460.21679954999996,79.97320045000009
RegionA,1561,537.3936004499981,587.87,157.5,0.0,461.5,0.0,0.6876,537.3936004499981,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,50.47639955000193,0.0,537.3936004499981,50.47639955000193
RegionA,1562,549.0112500000002,650.0,157.5,0.0,461.41,0.0,0.6857,549.0112500000002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,100.98874999999975,0.0,549.0112500000002,100.98874999999975
RegionA,1563,556.4592004500007,722.35,157.5,0.0,461.3,0.0,0.6805,556.4592004500007,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,165.89079954999931,0.0,556.4592004500007,165.89079954999931
RegionA,1564,556.4862,800.0,157.5,0.0,461.18,0.0,0.6724,556.4862,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,243.51379999999995,0.0,556.4862,243.51379999999995
RegionA,1565,556.7832004499999,877.65,157.5,0.0,461.06,0.0,0.6618,556.7832004499999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,320.8667995500001,0.0,556.7832004499999,320.8667995500001
RegionA,1566,555.9875995499998,950.0,157.5,0.0,460.92,0.0,0.6496,555.9875995499998,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,394.0124004500002,0.0,555.9875995499998,394.0124004500002
RegionA,1567,556.4303999999997,1012.13,157.5,0.0,708.89,0.0,0.6364,556.4303999999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,455.69960000000026,0.0,556.4303999999997,455.69960000000026
RegionA,1568,527.8432504499997,1059.81,157.5,0.0,708.66,0.0,0.6233,527.8432504499997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,531.9667495500003,0.0,527.8432504499997,531.9667495500003
RegionA,1569,549.7397999999998,1089.78,157.5,0.0,708.41,0.0,0.6109,549.7397999999998,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,540.0402000000001,0.0,549.7397999999998,540.0402000000001
RegionA,1570,548.1791995500033,1100.0,157.5,0.0,708.16,0.0,0.6003,548.1791995500033,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,551.8208004499967,0.0,548.1791995500033,551.8208004499967
RegionA,1571,470.15100000000103,1089.78,157.5,0.0,707.88,0.0,0.592,470.15100000000103,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,619.628999999999,0.0,470.15100000000103,619.628999999999
RegionA,1572,488.06459954999866,1059.81,157.5,0.0,707.6,0.0,0.5866,488.06459954999866,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,571.7454004500013,0.0,488.06459954999866,571.7454004500013
RegionA,1573,451.2262495500002,1012.13,157.5,0.0,707.31,0.0,0.5845,451.2262495500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,560.9037504499997,0.0,451.2262495500002,560.9037504499997
RegionA,1574,485.3362504500003,950.0,157.5,0.0,707.0,0.0,0.5857,485.3362504500003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,464.6637495499997,0.0,485.3362504500003,464.6637495499997
RegionA,1575,469.2964495500009,877.65,157.5,0.0,706.68,0.0,0.5902,469.2964495500009,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,408.3535504499991,0.0,469.2964495500009,408.3535504499991
RegionA,1576,432.56835044999997,800.0,157.5,0.0,706.36,0.0,0.5976,432.56835044999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,367.43164955000003,0.0,432.56835044999997,367.43164955000003
RegionA,1577,367.8479999999997,722.35,157.5,0.0,1023.73,0.0,0.6073,367.8479999999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,354.50200000000035,0.0,367.8479999999997,354.50200000000035
RegionA,1578,351.2294995499989,650.0,157.5,0.0,1023.22,0.0,0.6188,351.2294995499989,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,298.7705004500011,0.0,351.2294995499989,298.7705004500011
RegionA,1579,363.52260044999997,587.87,157.5,0.0,1022.71,0.0,0.631,363.52260044999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,224.34739955000003,0.0,363.52260044999997,224.34739955000003
RegionA,1580,370.0039500000021,540.19,157.5,0.0,1022.18,0.0,0.6433,370.0039500000021,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,170.18604999999798,0.0,370.0039500000021,170.18604999999798
RegionA,1581,385.7256000000005,510.22,157.5,0.0,1021.63,0.0,0.6547,385.7256000000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,124.49439999999953,0.0,385.7256000000005,124.49439999999953
RegionA,1582,412.92720044999834,500.0,157.5,0.0,633.77,0.0,0.6644,412.92720044999834,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,87.07279955000166,0.0,412.92720044999834,87.07279955000166
RegionA,1583,430.79444954999997,510.22,157.5,0.0,633.42,0.0,0.6716,430.79444954999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,79.42555045000006,0.0,430.79444954999997,79.42555045000006
RegionA,1584,486.1349995500006,540.19,157.5,0.0,457.22,0.0,0.676,486.1349995500006,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,54.055000449999454,0.0,486.1349995500006,54.055000449999454
RegionA,1585,539.6859004500001,587.87,157.5,0.0,456.95,0.0,0.677,539.6859004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,48.18409954999993,0.0,539.6859004500001,48.18409954999993
RegionA,1586,562.8329995500002,650.0,157.5,0.0,456.69,0.0,0.6747,562.8329995500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,87.16700044999982,0.0,562.8329995500002,87.16700044999982
RegionA,1587,558.3096004500003,722.35,157.5,0.0,456.42,0.0,0.6691,558.3096004500003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,164.04039954999973,0.0,558.3096004500003,164.04039954999973
RegionA,1588,552.7440000000001,800.0,157.5,0.0,456.15,0.0,0.6606,552.7440000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,247.25599999999986,0.0,552.7440000000001,247.25599999999986
RegionA,1589,546.8364004499995,877.65,157.5,0.0,455.87,0.0,0.6496,546.8364004499995,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,330.8135995500005,0.0,546.8364004499995,330.8135995500005
RegionA,1590,556.8498000000001,950.0,157.5,0.0,455.6,0.0,0.637,556.8498000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,393.1501999999999,0.0,556.8498000000001,393.1501999999999
RegionA,1591,561.6414,1012.13,157.5,0.0,700.49,0.0,0.6235,561.6414,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,450.4886,0.0,561.6414,450.4886
RegionA,1592,559.863,1059.81,157.5,0.0,700.05,0.0,0.6099,559.863,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,499.9469999999999,0.0,559.863,499.9469999999999
RegionA,1593,558.6030000000002,1089.78,157.5,0.0,699.62,0.0,0.5973,558.6030000000002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,531.1769999999998,0.0,558.6030000000002,531.1769999999998
RegionA,1594,558.3919500000011,1100.0,157.5,0.0,699.18,0.0,0.5863,558.3919500000011,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,541.6080499999989,0.0,558.3919500000011,541.6080499999989
RegionA,1595,483.69149955,1089.78,157.5,0.0,698.75,0.0,0.5777,483.69149955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,606.08850045,0.0,483.69149955,606.08850045
RegionA,1596,477.9193495500016,1059.81,157.5,0.0,698.31,0.0,0.5721,477.9193495500016,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,581.8906504499984,0.0,477.9193495500016,581.8906504499984
RegionA,1597,452.1869995499981,1012.13,157.5,0.0,697.87,0.0,0.5697,452.1869995499981,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,559.9430004500018,0.0,452.1869995499981,559.9430004500018
RegionA,1598,455.99760000000015,950.0,157.5,0.0,697.44,0.0,0.5707,455.99760000000015,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,494.00239999999985,0.0,455.99760000000015,494.00239999999985
RegionA,1599,396.8469000000011,877.65,157.5,0.0,697.0,0.0,0.575,396.8469000000011,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,480.8030999999989,0.0,396.8469000000011,480.8030999999989
RegionA,1600,349.9749000000019,800.0,157.5,0.0,696.57,0.0,0.5822,349.9749000000019,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,450.0250999999981,0.0,349.9749000000019,450.0250999999981
RegionA,1601,346.3425004500003,722.35,157.5,0.0,1009.4,0.0,0.5917,346.3425004500003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,376.00749954999975,0.0,346.3425004500003,376.00749954999975
RegionA,1602,355.3537500000002,650.0,157.5,0.0,1008.78,0.0,0.603,355.3537500000002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,294.6462499999998,0.0,355.3537500000002,294.6462499999998
