Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AITrainingPower_MW,GPU_Utilization_Percent,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,BaselineCurtailment_MW,IT_Load_MW,Total_Load_MW,BaselineGridPurchase_MW,GridCharge_MW,BaselineGridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,DemandResponseLevel,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,DataPeriod,AI_IT_Load_MW,FacilityLoad_MW,RenewableUse_MW,OptimizedGridPurchase_MW,GridImportLimit_MW,GridExportLimit_MW,OptimizedGridSell_MW,OptimizedCurtailment_MW
1350,RegionA,Valley,463.29,0.0,0.637,0.0,9.465608,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,305.124,Medium,350.0,0.0,0.0,5.304,397.896,Main_0_2399,5.304000000000078,544.3200000000002,544.3200000000002,0.0,550.0,0.0,0.0,405.67999999999984
1351,RegionA,Flat,713.09,0.0,0.6248,0.0,13.359788,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,299.2802,Medium,350.0,0.0,0.0,7.4833333333,395.716667,Main_0_2399,7.483333333333304,544.32000045,544.32000045,0.0,550.0,0.0,0.0,467.80999955000004
1352,RegionA,Flat,713.42,0.0,0.6126,6.08,22.955026,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,293.4364,Medium,350.0,0.0,0.0,15.4406666667,387.759333,Main_0_2399,15.44066666666672,544.3199995500001,544.3199995500001,0.0,550.0,0.0,0.0,515.4900004499998
1353,RegionA,Flat,713.74,0.0,0.6013,12.96,28.997354,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,285.4823,Medium,350.0,0.0,0.0,21.6766666667,381.523333,Main_0_2399,21.67666666666667,544.31999955,544.31999955,0.0,550.0,0.0,0.0,545.4600004499999
1354,RegionA,Flat,714.06,0.0,0.5917,8.5013333333,27.833333,1100.0,73.3502,0.0,1026.6498,402.47,543.3345,469.9843,0.0,0.0,469.9843,278.0897,Medium,350.0,0.0,0.0,19.6186666667,382.851333,Main_0_2399,19.618666666666556,543.3344995499999,543.3344995499999,0.0,550.0,0.0,0.0,556.6655004500001
1355,RegionA,Flat,714.37,0.0,0.5845,6.88,25.349206,1089.78,73.3536,0.0,1016.4264,384.78,519.453,446.0994,0.0,0.0,446.0994,260.7451,Medium,350.0,0.0,0.0,17.636,367.144,Main_0_2399,17.63599999999993,519.453,519.453,0.0,550.0,0.0,0.0,570.327
1356,RegionA,Flat,714.68,0.0,0.5802,6.88,24.809524,1059.81,67.1609,0.0,992.6491,340.79,460.0665,392.9056,0.0,0.0,392.9056,227.9639,Medium,350.0,0.0,0.0,17.5986666667,323.191333,Main_0_2399,17.598666666666833,460.06649955000023,460.06649955000023,0.0,550.0,0.0,0.0,599.7435004499997
1357,RegionA,Flat,714.98,0.0,0.5791,6.3066666667,24.97619,1012.13,68.5037,0.0,943.6263,340.611,459.8248,391.3211,0.0,0.0,391.3211,226.6141,Medium,350.0,0.0,0.0,17.1413333333,323.469667,Main_0_2399,17.141333333333996,459.82485045000095,459.82485045000095,0.0,550.0,0.0,0.0,552.305149549999
1358,RegionA,Flat,715.27,0.0,0.5814,0.0,16.140212,950.0,61.9134,0.0,888.0866,305.745,412.7558,350.8424,0.0,0.0,350.8424,203.9798,Low,350.0,0.0,0.0,9.3596666667,296.385333,Main_0_2399,9.3596666666666,412.75574954999996,412.75574954999996,0.0,550.0,0.0,0.0,537.24425045
1359,RegionA,Flat,715.56,0.0,0.5869,0.0,14.07672,877.65,52.3897,0.0,825.2603,260.49,351.6615,299.2718,0.0,0.0,299.2718,175.6426,Low,350.0,0.0,0.0,8.2246666667,252.265333,Main_0_2399,8.224666666666884,351.66149955000037,351.66149955000037,0.0,550.0,0.0,0.0,525.9885004499996
1360,RegionA,Flat,715.83,0.0,0.5954,0.0,12.724868,800.0,51.2966,0.0,748.7034,260.291,351.3928,300.0962,0.0,0.0,300.0962,178.6773,Low,350.0,0.0,0.0,7.4673333333,252.823667,Main_0_2399,7.467333333333427,351.3928504500002,351.3928504500002,0.0,550.0,0.0,0.0,448.6071495499998
1361,RegionA,Peak,1038.35,0.0,0.6062,4.48,14.896825,722.35,42.6571,0.0,679.6929,223.76,302.076,214.4189,0.0,0.0,214.4189,129.9807,Medium,301.087,0.0,45.0,10.4333333333,213.326667,Main_0_2399,10.433333333333284,302.0760004499999,302.0760004499999,0.0,550.0,0.0,0.0,420.2739995500001
1362,RegionA,Peak,1038.73,0.0,0.6188,4.48,12.661376,650.0,40.4322,0.0,609.5678,221.85,299.4975,214.0653,0.0,0.0,214.0653,132.4636,Medium,252.1739,0.0,45.0,9.104,212.746,Main_0_2399,9.104000000000033,299.4975000000001,299.4975000000001,0.0,550.0,0.0,0.0,350.5024999999999
1363,RegionA,Peak,1039.09,0.0,0.6321,3.6586666667,16.439153,587.87,39.5191,0.0,548.3509,229.12,309.312,224.7929,0.0,0.0,224.7929,142.0916,Medium,203.2609,0.0,45.0,11.2346666667,217.885333,Main_0_2399,11.234666666666381,309.31199954999965,309.31199954999965,0.0,550.0,0.0,0.0,278.55800045000035
1364,RegionA,Peak,1039.44,0.0,0.6455,10.88,27.873016,540.19,36.0823,0.0,504.1077,222.73,300.6855,219.6032,0.0,0.0,219.6032,141.7539,Medium,154.3478,0.0,45.0,21.0793333333,201.650667,Main_0_2399,21.079333333333096,300.6855004499997,300.6855004499997,0.0,550.0,0.0,0.0,239.50449955000033
1365,RegionA,Peak,1039.78,0.0,0.658,10.88,28.214286,510.22,40.8872,0.0,469.3328,252.39,340.7265,254.8393,0.0,0.0,254.8393,167.6843,Medium,105.4348,0.0,45.0,21.22,231.17,Main_0_2399,21.220000000000077,340.7265000000001,340.7265000000001,0.0,550.0,0.0,0.0,169.49349999999993
1366,RegionA,Flat,645.58,0.0,0.6687,9.9413333333,21.706349,500.0,46.7597,54.3888,398.8515,288.64,389.664,342.9043,0.0,0.0,342.9043,229.3001,Low,156.0164,54.3888,0.0,16.983,271.657,Main_0_2399,16.98299999999962,389.6639999999995,389.6639999999995,0.0,550.0,0.0,0.0,110.33600000000052
1367,RegionA,Flat,645.76,0.0,0.6771,19.2,32.222222,510.22,52.1948,54.963,403.0622,322.19,434.9565,382.7617,0.0,0.0,382.7617,259.168,Low,207.132,54.963,0.0,27.06,295.13,Main_0_2399,27.060000000000002,434.9565,434.9565,0.0,550.0,0.0,0.0,75.26350000000002
1368,RegionA,Valley,466.51,0.0,0.6825,14.952,28.759259,540.19,57.9863,55.0,427.2037,357.94,483.219,443.2327,18.0,0.0,443.2327,302.5063,Medium,275.022,73.0,0.0,23.1653333333,334.774667,Main_0_2399,23.165333333333205,483.2190004499999,483.2190004499999,0.0,550.0,0.0,0.0,56.97099955000016
1369,RegionA,Valley,466.64,0.0,0.6846,20.144,33.582011,587.87,64.0451,55.0,468.8249,395.34,533.709,487.6639,18.0,0.0,487.6639,333.8547,Medium,342.912,73.0,0.0,28.1166666667,367.223333,Main_0_2399,28.116666666666656,533.70899955,533.70899955,0.0,550.0,0.0,0.0,54.16100044999996
1370,RegionA,Valley,466.75,0.0,0.6833,2.48,11.18254,650.0,63.2156,0.0,586.7844,390.22,526.797,471.2028,7.6215,0.0,471.2028,321.9729,Medium,350.0,7.6215,0.0,7.4053333333,382.814667,Main_0_2399,7.405333333334513,526.7970004500016,526.7970004500016,0.0,550.0,0.0,0.0,123.20299954999837
1371,RegionA,Valley,466.85,0.0,0.6787,0.0,7.883598,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,325.0984,Medium,350.0,0.0,0.0,4.2733333333,398.926667,Main_0_2399,6.8333333333333215,547.77600045,547.77600045,0.0,550.0,0.0,0.0,174.57399955000005
1372,RegionA,Valley,466.95,0.0,0.6712,13.6,20.251323,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,321.5059,Medium,350.0,0.0,0.0,17.1966666667,386.003333,Main_0_2399,17.19666666666655,544.3199995499999,544.3199995499999,0.0,550.0,0.0,0.0,255.68000045000008
1373,RegionA,Valley,467.04,0.0,0.6612,13.6,18.111111,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,316.7159,Medium,350.0,0.0,0.0,15.928,387.272,Main_0_2399,15.927999999999937,544.3199999999999,544.3199999999999,0.0,550.0,0.0,0.0,333.33000000000004
1374,RegionA,Valley,467.12,0.0,0.6496,4.9866666667,10.420635,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,311.1594,Medium,350.0,0.0,0.0,7.834,395.366,Main_0_2399,7.833999999998468,544.319999999998,544.319999999998,0.0,550.0,0.0,0.0,405.680000000002
1375,RegionA,Flat,718.75,0.0,0.637,19.04,23.822751,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,305.124,Medium,350.0,0.0,0.0,21.6866666667,381.513333,Main_0_2399,21.68666666666666,544.31999955,544.31999955,0.0,550.0,0.0,0.0,467.81000044999996
1376,RegionA,Flat,718.85,0.0,0.6245,19.04,25.740741,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,299.1365,Medium,350.0,0.0,0.0,22.8533333333,380.346667,Main_0_2399,22.85333333333332,544.3200004500001,544.3200004500001,0.0,550.0,0.0,0.0,515.4899995499999
1377,RegionA,Flat,718.93,0.0,0.6128,35.04,45.026455,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,290.9422,Medium,350.0,0.0,0.0,41.0233333333,362.176667,Main_0_2399,41.023333333333376,544.3200004500001,544.3200004500001,0.0,550.0,0.0,0.0,545.4599995499999
1378,RegionA,Flat,719.0,0.0,0.6027,35.04,46.103175,1100.0,73.4832,0.0,1026.5168,403.2,544.32,470.8368,0.0,0.0,470.8368,283.7733,Medium,350.0,0.0,0.0,41.696,361.504,Main_0_2399,41.69600000000002,544.32,544.32,0.0,550.0,0.0,0.0,555.68
1379,RegionA,Flat,719.05,0.0,0.595,30.336,42.793651,1089.78,76.8652,0.0,1012.9148,403.2,544.32,467.4548,0.0,0.0,467.4548,278.1356,Medium,350.0,0.0,0.0,37.676,365.524,Main_0_2399,37.67600000000173,544.3200000000024,544.3200000000024,0.0,550.0,0.0,0.0,545.4599999999975
1380,RegionA,Flat,719.09,0.0,0.5902,6.7093333333,18.653439,1059.81,68.6842,0.0,991.1258,348.52,470.502,401.8178,0.0,0.0,401.8178,237.1528,Medium,350.0,0.0,0.0,13.6293333333,334.890667,Main_0_2399,13.629333333331816,470.50200044999804,470.50200044999804,0.0,550.0,0.0,0.0,589.3079995500019
1381,RegionA,Flat,719.11,0.0,0.5887,19.84,35.703704,1012.13,68.6921,0.0,943.4379,341.548,461.0898,392.3977,0.0,0.0,392.3977,231.0045,Medium,350.0,0.0,0.0,29.0773333333,312.470667,Main_0_2399,29.077333333333392,461.0898004500001,461.0898004500001,0.0,550.0,0.0,0.0,551.0401995499999
1382,RegionA,Flat,719.12,0.0,0.5905,19.84,32.425926,950.0,63.2691,0.0,886.7309,312.44,421.794,358.5249,0.0,0.0,358.5249,211.709,Low,350.0,0.0,0.0,27.1476666667,285.292333,Main_0_2399,27.147666666666765,421.7939995500001,421.7939995500001,0.0,550.0,0.0,0.0,528.2060004499999
1383,RegionA,Flat,719.12,0.0,0.5955,36.0,46.256614,877.65,52.5285,0.0,825.1215,261.18,352.593,300.0645,0.0,0.0,300.0645,178.6884,Low,350.0,0.0,0.0,42.1816666667,218.998333,Main_0_2399,42.181666666666715,352.5929995500001,352.5929995500001,0.0,550.0,0.0,0.0,525.0570004499998
1384,RegionA,Flat,719.09,0.0,0.6035,36.0,45.219577,800.0,51.0936,0.0,748.9064,259.261,350.0024,298.9088,0.0,0.0,298.9088,180.3915,Low,350.0,0.0,0.0,41.4263333333,217.834667,Main_0_2399,41.42633333333325,350.0023504499999,350.0023504499999,0.0,550.0,0.0,0.0,449.9976495500001
1385,RegionA,Peak,1042.64,0.0,0.6138,28.7253333333,39.478836,722.35,45.5319,0.0,676.8181,238.84,322.434,231.9021,0.0,0.0,231.9021,142.3415,Medium,301.087,0.0,45.0,34.9,203.94,Main_0_2399,34.90000000000215,322.4340000000029,322.4340000000029,0.0,550.0,0.0,0.0,399.9159999999971
1386,RegionA,Peak,1042.56,0.0,0.6258,19.84,32.137566,650.0,38.7063,0.0,611.2937,212.38,286.713,203.0067,0.0,0.0,203.0067,127.0416,Medium,252.1739,0.0,45.0,26.9066666667,185.473333,Main_0_2399,26.906666666666897,286.71299955000035,286.71299955000035,0.0,550.0,0.0,0.0,363.28700044999965
1387,RegionA,Peak,1042.47,0.0,0.6386,16.256,30.425926,587.87,38.874,0.0,548.996,225.38,304.263,220.389,0.0,0.0,220.389,140.7404,Medium,203.2609,0.0,45.0,24.5606666667,200.819333,Main_0_2399,24.560666666665192,304.262999549998,304.262999549998,0.0,550.0,0.0,0.0,283.607000450002
1388,RegionA,Peak,1042.35,0.0,0.6514,9.232,20.880952,540.19,36.2248,0.0,503.9652,223.61,301.8735,220.6487,0.0,0.0,220.6487,143.7306,Medium,154.3478,0.0,45.0,15.671,207.939,Main_0_2399,15.67099999999994,301.8734999999999,301.8734999999999,0.0,550.0,0.0,0.0,238.31650000000013
1389,RegionA,Peak,1042.21,0.0,0.6633,30.9093333333,43.399471,510.22,46.3028,0.0,463.9172,285.82,385.857,294.5542,0.0,0.0,294.5542,195.3778,Medium,105.4348,0.0,45.0,38.008,247.812,Main_0_2399,38.00800000000001,385.8570000000001,385.8570000000001,0.0,550.0,0.0,0.0,124.36299999999994
1390,RegionA,Flat,646.79,0.0,0.6735,32.96,48.544974,500.0,48.5757,54.1709,397.2534,299.85,404.7975,356.2218,0.0,0.0,356.2218,239.9154,Low,155.8137,54.1709,0.0,42.0233333333,257.826667,Main_0_2399,42.023333333333305,404.79750045,404.79750045,0.0,550.0,0.0,0.0,95.20249955000003
1391,RegionA,Flat,646.68,0.0,0.6812,28.9333333333,43.412698,510.22,45.9205,55.0,409.2995,283.46,382.671,336.7505,0.0,0.0,336.7505,229.3944,Low,206.9637,55.0,0.0,37.3333333333,246.126667,Main_0_2399,37.33333333333121,382.67100044999717,382.67100044999717,0.0,550.0,0.0,0.0,127.54899955000286
1392,RegionA,Valley,466.95,0.0,0.686,4.352,24.333333,540.19,53.9201,55.0,431.2699,332.84,449.334,413.4139,18.0,0.0,413.4139,283.6019,Low,274.8537,73.0,0.0,16.24,316.6,Main_0_2399,16.239999999999693,449.3339999999996,449.3339999999996,0.0,550.0,0.0,0.0,90.85600000000045
1393,RegionA,Valley,466.85,0.0,0.6876,4.0,30.201058,587.87,58.7914,55.0,474.0786,362.91,489.9285,449.1371,18.0,0.0,449.1371,308.8267,Medium,342.7437,73.0,0.0,19.846,343.064,Main_0_2399,19.845999999999886,489.92849999999993,489.92849999999993,0.0,550.0,0.0,0.0,97.94150000000008
1394,RegionA,Valley,466.74,0.0,0.6857,4.0,29.76455,650.0,65.3184,0.0,584.6816,403.2,544.32,486.804,7.8024,0.0,486.804,333.8015,Medium,350.0,7.8024,0.0,19.5696666667,383.630333,Main_0_2399,19.56966666666674,544.3199995500001,544.3199995500001,0.0,550.0,0.0,0.0,105.68000044999985
1395,RegionA,Valley,466.62,0.0,0.6805,2.7333333333,24.55291,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,325.9606,Medium,350.0,0.0,0.0,16.059,387.141,Main_0_2399,16.059000000000083,544.3200000000002,544.3200000000002,0.0,550.0,0.0,0.0,178.02999999999986
1396,RegionA,Valley,466.49,0.0,0.6724,0.0,19.087302,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,322.0807,Medium,350.0,0.0,0.0,11.418,391.782,Main_0_2399,11.417999999999985,544.32,544.32,0.0,550.0,0.0,0.0,255.67999999999995
1397,RegionA,Valley,466.36,0.0,0.6618,18.88,35.740741,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,317.0033,Medium,350.0,0.0,0.0,29.0253333333,374.174667,Main_0_2399,10.145333333333456,518.8320004500001,518.8320004500001,0.0,550.0,0.0,0.0,358.81799954999985
1398,RegionA,Valley,466.21,0.0,0.6496,18.88,39.492063,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,311.1594,Medium,350.0,0.0,0.0,31.436,371.764,Main_0_2399,12.556000000000044,518.8320000000001,518.8320000000001,0.0,550.0,0.0,0.0,431.1679999999999
1399,RegionA,Flat,717.01,0.0,0.6364,18.88,33.293651,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,304.8366,Medium,350.0,0.0,0.0,27.434,375.766,Main_0_2399,8.553999999999798,518.8319999999998,518.8319999999998,0.0,550.0,0.0,0.0,493.29800000000023
1400,RegionA,Flat,716.75,0.0,0.6233,8.7733333333,19.626984,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,298.5617,Medium,350.0,0.0,0.0,15.3186666667,387.881333,Main_0_2399,13.745333333333367,542.19599955,542.19599955,0.0,550.0,0.0,0.0,517.6140004499999
1401,RegionA,Flat,716.49,0.0,0.6109,19.68,30.835979,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,290.0402,Medium,350.0,0.0,0.0,26.3466666667,376.853333,Main_0_2399,26.34666666666669,544.3199995500001,544.3199995500001,0.0,550.0,0.0,0.0,545.4600004499998
1402,RegionA,Flat,716.21,0.0,0.6003,19.68,28.843915,1100.0,73.4249,0.0,1026.5751,402.88,543.888,470.4631,0.0,0.0,470.4631,282.419,Medium,350.0,0.0,0.0,24.8196666667,378.060333,Main_0_2399,24.819666666666716,543.8879995500001,543.8879995500001,0.0,550.0,0.0,0.0,556.1120004499999
1403,RegionA,Flat,715.92,0.0,0.592,36.8,42.489418,1089.78,70.4693,0.0,1019.3107,369.65,499.0275,428.5582,0.0,0.0,428.5582,253.7065,Medium,350.0,0.0,0.0,40.0423333333,329.607667,Main_0_2399,40.0423333333333,499.02750045,499.02750045,0.0,550.0,0.0,0.0,590.75249955
1404,RegionA,Flat,715.62,0.0,0.5866,33.68,41.37037,1059.81,72.7046,0.0,987.1054,368.92,498.042,425.3374,0.0,0.0,425.3374,249.5029,Medium,350.0,0.0,0.0,38.292,330.628,Main_0_2399,38.29199999999933,498.0419999999991,498.0419999999991,0.0,550.0,0.0,0.0,561.7680000000008
1405,RegionA,Flat,715.3,0.0,0.5845,29.6,40.505291,1012.13,65.8346,0.0,946.2954,327.34,441.909,376.0744,0.0,0.0,376.0744,219.8155,Low,350.0,0.0,0.0,36.1146666667,291.225333,Main_0_2399,36.114666666666636,441.9089995499999,441.9089995499999,0.0,550.0,0.0,0.0,570.22100045
1406,RegionA,Flat,714.98,0.0,0.5857,22.944,30.589947,950.0,64.216,0.0,885.784,317.116,428.1066,363.8906,0.0,0.0,363.8906,213.1307,Low,350.0,0.0,0.0,27.4683333333,289.647667,Main_0_2399,27.468333333333533,428.1066004500003,428.1066004500003,0.0,550.0,0.0,0.0,521.8933995499997
1407,RegionA,Flat,714.64,0.0,0.5902,10.5573333333,17.862434,877.65,57.7442,0.0,819.9058,287.113,387.6026,329.8584,0.0,0.0,329.8584,194.6824,Low,350.0,0.0,0.0,14.8213333333,272.291667,Main_0_2399,14.82133333333155,387.60255044999764,387.60255044999764,0.0,550.0,0.0,0.0,490.04744955000234
1408,RegionA,Flat,714.29,0.0,0.5976,9.28,17.962963,800.0,49.1166,0.0,750.8834,249.229,336.4592,287.3426,0.0,0.0,287.3426,171.716,Low,350.0,0.0,0.0,14.3933333333,234.835667,Main_0_2399,14.39333333333332,336.45915045,336.45915045,0.0,550.0,0.0,0.0,463.54084955
1409,RegionA,Peak,1035.2,0.0,0.6073,9.28,15.738095,722.35,40.9814,0.0,681.3686,214.97,290.2095,204.2281,0.0,0.0,204.2281,124.0277,Medium,301.087,0.0,45.0,12.9413333333,202.028667,Main_0_2399,12.941333333333231,290.2095004499999,290.2095004499999,0.0,550.0,0.0,0.0,432.14049955000013
1410,RegionA,Peak,1034.67,0.0,0.6188,9.28,18.759259,650.0,44.2485,0.0,605.7515,242.79,327.7665,238.518,0.0,0.0,238.518,147.595,Medium,252.1739,0.0,45.0,14.5013333333,228.288667,Main_0_2399,14.501333333333314,327.76650045,327.76650045,0.0,550.0,0.0,0.0,322.23349955
1411,RegionA,Peak,1034.13,0.0,0.631,9.28,20.952381,587.87,40.9076,0.0,546.9624,237.17,320.1795,234.2719,0.0,0.0,234.2719,147.8256,Medium,203.2609,0.0,45.0,15.58,221.59,Main_0_2399,15.58,320.1795,320.1795,0.0,550.0,0.0,0.0,267.6905
1412,RegionA,Peak,1033.57,0.0,0.6433,9.28,26.563492,540.19,42.8555,0.0,497.3345,264.54,357.129,269.2735,0.0,0.0,269.2735,173.2237,Medium,154.3478,0.0,45.0,18.608,245.932,Main_0_2399,18.60800000000001,357.1290000000001,357.1290000000001,0.0,550.0,0.0,0.0,183.06099999999998
1413,RegionA,Peak,1033.0,0.0,0.6547,9.28,26.603175,510.22,43.4516,0.0,466.7684,268.22,362.097,273.6454,0.0,0.0,273.6454,179.1556,Medium,105.4348,0.0,45.0,18.8433333333,249.376667,Main_0_2399,18.84333333333334,362.09700045000005,362.09700045000005,0.0,550.0,0.0,0.0,148.12299954999997
1414,RegionA,Flat,640.81,0.0,0.6644,15.2,35.060847,500.0,45.0943,54.5887,400.317,278.36,375.786,330.6917,0.0,0.0,330.6917,219.7116,Low,156.2023,54.5887,0.0,26.6066666667,251.753333,Main_0_2399,26.60666666666679,375.7859995500002,375.7859995500002,0.0,550.0,0.0,0.0,124.21400044999979
1415,RegionA,Flat,640.44,0.0,0.6716,10.56,22.653439,510.22,52.2693,54.9541,402.9966,322.65,435.5775,383.3082,0.0,0.0,383.3082,257.4298,Low,207.3096,54.9541,0.0,17.3,305.35,Main_0_2399,17.299999999999986,435.5775000000001,435.5775000000001,0.0,550.0,0.0,0.0,74.64249999999993
1416,RegionA,Valley,462.27,0.0,0.676,37.6,49.304233,540.19,53.4811,55.0,431.7089,330.13,445.6755,410.1944,18.0,0.0,410.1944,277.2914,Low,275.1996,73.0,0.0,44.4126666667,285.717333,Main_0_2399,44.41266666666675,445.67549955000015,445.67549955000015,0.0,550.0,0.0,0.0,94.5145004499999
1417,RegionA,Valley,461.99,0.0,0.677,33.056,40.357143,587.87,61.6005,55.0,471.2695,380.25,513.3375,469.737,18.0,0.0,469.737,318.0119,Medium,343.0896,73.0,0.0,37.073,343.177,Main_0_2399,37.07299999999975,513.3374999999997,513.3374999999997,0.0,550.0,0.0,0.0,74.53250000000025
1418,RegionA,Valley,461.72,0.0,0.6747,38.192,45.859788,650.0,65.3184,0.0,584.6816,403.2,544.32,486.4322,7.4306,0.0,486.4322,328.1958,Medium,350.0,7.4306,0.0,42.5693333333,360.630667,Main_0_2399,42.56933333333221,544.3200004499986,544.3200004499986,0.0,550.0,0.0,0.0,105.67999955000141
1419,RegionA,Valley,461.43,0.0,0.6691,31.68,49.031746,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,320.5,Medium,350.0,0.0,0.0,41.772,361.428,Main_0_2399,41.772000000000155,544.3200000000003,544.3200000000003,0.0,550.0,0.0,0.0,178.02999999999975
1420,RegionA,Valley,461.15,0.0,0.6606,45.44,59.830688,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,316.4285,Medium,350.0,0.0,0.0,53.8346666667,349.365333,Main_0_2399,53.83466666666656,544.3199995499999,544.3199995499999,0.0,550.0,0.0,0.0,255.68000045000008
1421,RegionA,Valley,460.86,0.0,0.6496,30.6746666667,46.494709,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,311.1594,Medium,350.0,0.0,0.0,39.9506666667,363.249333,Main_0_2399,39.95066666666774,544.3199995500015,544.3199995500015,0.0,550.0,0.0,0.0,333.33000044999847
1422,RegionA,Valley,460.57,0.0,0.637,12.648,30.550265,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,305.124,Medium,350.0,0.0,0.0,23.1656666667,380.034333,Main_0_2399,23.165666666664325,544.3199995499969,544.3199995499969,0.0,550.0,0.0,0.0,405.68000045000315
1423,RegionA,Flat,708.12,0.0,0.6235,26.56,44.296296,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,298.6575,Medium,350.0,0.0,0.0,37.2183333333,365.981667,Main_0_2399,37.21833333333316,544.3200004499998,544.3200004499998,0.0,550.0,0.0,0.0,467.80999955000016
1424,RegionA,Flat,707.66,0.0,0.6099,26.56,40.439153,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,292.1431,Medium,350.0,0.0,0.0,34.8353333333,368.364667,Main_0_2399,34.83533333333355,544.3200004500003,544.3200004500003,0.0,550.0,0.0,0.0,515.4899995499997
1425,RegionA,Flat,707.21,0.0,0.5973,20.4,34.703704,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,283.5832,Medium,350.0,0.0,0.0,29.066,374.134,Main_0_2399,29.065999999999658,544.3199999999996,544.3199999999996,0.0,550.0,0.0,0.0,545.4600000000004
1426,RegionA,Flat,706.75,0.0,0.5863,19.84,39.132275,1100.0,72.5701,0.0,1027.4299,398.19,537.5565,464.9864,0.0,0.0,464.9864,272.6215,Medium,350.0,0.0,0.0,31.6413333333,366.548667,Main_0_2399,31.64133333333367,537.5565004500005,537.5565004500005,0.0,550.0,0.0,0.0,562.4434995499995
1427,RegionA,Flat,706.29,0.0,0.5777,4.6293333333,21.669312,1089.78,70.6809,0.0,1019.0991,370.76,500.526,429.8451,0.0,0.0,429.8451,248.3215,Medium,350.0,0.0,0.0,14.9386666667,355.821333,Main_0_2399,14.938666666666904,500.52599955000034,500.52599955000034,0.0,550.0,0.0,0.0,589.2540004499997
1428,RegionA,Flat,705.84,0.0,0.5721,0.0,15.097884,1059.81,71.4768,0.0,988.3332,362.69,489.6315,418.1547,0.0,0.0,418.1547,239.2263,Medium,350.0,0.0,0.0,9.2493333333,353.440667,Main_0_2399,9.249333333333253,489.63150045,489.63150045,0.0,550.0,0.0,0.0,570.17849955
1429,RegionA,Flat,705.38,0.0,0.5697,0.0,19.005291,1012.13,63.2583,0.0,948.8717,314.53,424.6155,361.3572,0.0,0.0,361.3572,205.8652,Low,350.0,0.0,0.0,11.4626666667,303.067333,Main_0_2399,11.462666666666776,424.6154995500002,424.6154995500002,0.0,550.0,0.0,0.0,587.5145004499998
1430,RegionA,Flat,704.92,0.0,0.5707,0.0,22.526455,950.0,62.8688,0.0,887.1312,310.463,419.1251,356.2563,0.0,0.0,356.2563,203.3155,Low,350.0,0.0,0.0,13.5253333333,296.937667,Main_0_2399,13.525333333333403,419.12505045000006,419.12505045000006,0.0,550.0,0.0,0.0,530.8749495499999
1431,RegionA,Flat,704.46,0.0,0.575,5.12,23.568783,877.65,56.9568,0.0,820.6932,283.198,382.3173,325.3605,0.0,0.0,325.3605,187.0823,Low,350.0,0.0,0.0,16.2033333333,266.994667,Main_0_2399,16.203333333333234,382.31730044999983,382.31730044999983,0.0,550.0,0.0,0.0,495.33269955000014
