TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishHour,GPU_Demand
33839,BatchInference,RegionE,RegionE,2378,2378,2378.55,21.0
33418,AITraining,RegionE,RegionE,2378,2378,2381.95,122.0
37236,BatchInference,RegionE,RegionE,2378,2378,2382.8,21.0
7973,AITraining,RegionE,RegionE,2379,2379,2380.116666666667,70.0
26584,AITraining,RegionF,RegionE,2380,2380,2381.0666666666666,125.0
18713,AITraining,RegionF,RegionE,2380,2380,2381.083333333333,38.0
45172,AITraining,RegionE,RegionE,2380,2380,2382.333333333333,73.0
17466,BatchInference,RegionE,RegionE,2380,2380,2383.85,20.0
18720,AITraining,RegionF,RegionE,2381,2381,2381.866666666667,120.0
22871,BatchInference,RegionE,RegionE,2381,2381,2384.8166666666666,7.0
46280,AITraining,RegionE,RegionE,2381,2381,2386.8,76.0
38738,AITraining,RegionE,RegionE,2381,2381,2386.983333333333,85.0
19440,BatchInference,RegionE,RegionE,2382,2382,2384.0666666666666,23.0
13505,RealTimeInference,RegionE,RegionE,2382,2382,2386.2833333333333,6.0
1664,BatchInference,RegionE,RegionE,2383,2383,2385.1833333333334,14.0
12755,AITraining,RegionE,RegionE,2383,2383,2386.05,51.0
34834,AITraining,RegionE,RegionE,2383,2383,2386.616666666667,123.0
22175,AITraining,RegionE,RegionE,2383,2383,2389.516666666667,112.0
46582,AITraining,RegionE,RegionE,2384,2384,2385.05,33.0
33478,BatchInference,RegionE,RegionE,2384,2384,2386.6,6.0
24748,RealTimeInference,RegionE,RegionE,2384,2384,2387.116666666667,1.0
49968,AITraining,RegionE,RegionE,2384,2384,2387.866666666667,120.0
11360,RealTimeInference,RegionE,RegionE,2384,2384,2390.5666666666666,3.0
5277,AITraining,RegionE,RegionE,2385,2385,2386.4666666666667,64.0
22705,AITraining,RegionE,RegionE,2385,2385,2387.25,80.0
10275,AITraining,RegionE,RegionE,2386,2386,2388.083333333333,38.0
22937,AITraining,RegionF,RegionE,2386,2386,2388.2833333333333,52.0
43953,BatchInference,RegionE,RegionE,2386,2386,2388.7,17.0
15694,AITraining,RegionE,RegionE,2386,2386,2388.866666666667,63.0
28165,BatchInference,RegionE,RegionE,2387,2387,2387.4166666666665,13.0
29306,BatchInference,RegionE,RegionE,2387,2387,2387.6,20.0
27713,AITraining,RegionF,RegionE,2387,2387,2388.5333333333333,87.0
36369,AITraining,RegionE,RegionE,2387,2387,2388.633333333333,70.0
30583,AITraining,RegionE,RegionE,2387,2387,2390.9,121.0
33589,BatchInference,RegionE,RegionE,2387,2387,2391.7833333333333,22.0
9535,AITraining,RegionE,RegionE,2387,2387,2392.633333333333,58.0
32656,AITraining,RegionE,RegionE,2387,2387,2392.633333333333,76.0
9850,BatchInference,RegionE,RegionE,2387,2387,2392.733333333333,13.0
19584,AITraining,RegionE,RegionE,2387,2387,2392.8166666666666,43.0
35545,AITraining,RegionF,RegionE,2388,2388,2389.383333333333,31.0
14749,AITraining,RegionE,RegionE,2389,2389,2392.15,97.0
33779,AITraining,RegionE,RegionE,2389,2389,2394.1,31.0
36902,BatchInference,RegionE,RegionE,2389,2389,2394.516666666667,22.0
26136,AITraining,RegionE,RegionE,2390,2390,2390.866666666667,120.0
25795,AITraining,RegionE,RegionE,2390,2390,2391.7166666666667,46.0
57,BatchInference,RegionE,RegionE,2390,2390,2393.0,16.0
8760,AITraining,RegionE,RegionE,2390,2390,2394.583333333333,44.0
3782,AITraining,RegionE,RegionE,2390,2390,2395.766666666667,89.0
16513,AITraining,RegionE,RegionE,2390,2390,2395.833333333333,107.0
18687,RealTimeInference,RegionE,RegionE,2391,2391,2392.45,5.0
30452,AITraining,RegionE,RegionE,2391,2391,2394.3,55.0
45731,BatchInference,RegionE,RegionE,2391,2391,2395.2,14.0
25763,AITraining,RegionE,RegionE,2391,2391,2395.833333333333,114.0
4930,AITraining,RegionE,RegionE,2391,2391,2396.866666666667,50.0
3566,BatchInference,RegionE,RegionE,2392,2392,2392.9,9.0
23364,RealTimeInference,RegionE,RegionE,2392,2392,2393.9166666666665,5.0
19387,AITraining,RegionE,RegionE,2392,2392,2395.766666666667,104.0
56,AITraining,RegionE,RegionE,2394,2394,2398.0,19.0
39669,AITraining,RegionE,RegionE,2394,2394,2398.5333333333333,77.0
6438,AITraining,RegionE,RegionE,2394,2394,2398.95,98.0
40831,BatchInference,RegionE,RegionE,2394,2394,2399.9166666666665,17.0
31076,AITraining,RegionE,RegionE,2394,2394,2400.366666666667,67.0
46011,AITraining,RegionE,RegionE,2395,2395,2396.9666666666667,66.0
5435,AITraining,RegionE,RegionE,2395,2395,2397.95,116.0
49640,AITraining,RegionE,RegionE,2395,2395,2399.05,54.0
28753,AITraining,RegionE,RegionE,2396,2396,2397.75,74.0
43993,BatchInference,RegionE,RegionE,2396,2396,2399.6666666666665,16.0
14578,AITraining,RegionE,RegionE,2396,2396,2402.25,31.0
24255,BatchInference,RegionE,RegionE,2397,2397,2399.1,20.0
2648,BatchInference,RegionE,RegionE,2397,2397,2400.1833333333334,19.0
15916,AITraining,RegionE,RegionE,2397,2397,2400.383333333333,81.0
47435,AITraining,RegionE,RegionE,2397,2397,2403.516666666667,28.0
22136,BatchInference,RegionE,RegionE,2398,2398,2399.3166666666666,7.0
4353,AITraining,RegionE,RegionE,2398,2398,2401.7,21.0
17938,BatchInference,RegionE,RegionE,2398,2398,2402.266666666667,23.0
23421,AITraining,RegionE,RegionE,2398,2398,2402.4,19.0
19289,AITraining,RegionE,RegionE,2398,2398,2404.016666666667,121.0
15242,BatchInference,RegionE,RegionE,2399,2399,2403.05,7.0
7890,RealTimeInference,RegionE,RegionE,2399,2399,2403.4166666666665,4.0
44439,BatchInference,RegionE,RegionE,2399,2399,2404.616666666667,6.0
38894,AITraining,RegionE,RegionE,2399,2399,2405.15,115.0
3809,AITraining,RegionF,RegionF,2376,2376,2377.633333333333,32.0
35335,AITraining,RegionF,RegionF,2376,2376,2379.2166666666667,34.0
29779,BatchInference,RegionF,RegionF,2376,2376,2381.6,17.0
42169,AITraining,RegionF,RegionF,2376,2376,2381.9333333333334,58.0
22636,RealTimeInference,RegionF,RegionF,2377,2377,2381.1666666666665,2.0
1540,AITraining,RegionF,RegionF,2377,2377,2381.866666666667,98.0
20392,AITraining,RegionF,RegionF,2377,2377,2382.583333333333,110.0
27509,AITraining,RegionF,RegionF,2377,2377,2383.516666666667,113.0
39262,AITraining,RegionE,RegionF,2378,2378,2378.4333333333334,103.0
19684,BatchInference,RegionF,RegionF,2378,2378,2380.016666666667,9.0
36260,AITraining,RegionF,RegionF,2378,2378,2381.483333333333,85.0
29425,AITraining,RegionF,RegionF,2378,2378,2381.883333333333,98.0
1055,AITraining,RegionF,RegionF,2378,2378,2383.65,113.0
9845,AITraining,RegionF,RegionF,2379,2379,2379.9166666666665,102.0
33741,BatchInference,RegionF,RegionF,2379,2379,2383.3,9.0
24774,BatchInference,RegionF,RegionF,2380,2380,2381.733333333333,16.0
45404,AITraining,RegionF,RegionF,2380,2380,2382.25,74.0
6052,AITraining,RegionF,RegionF,2380,2380,2384.95,92.0
47509,AITraining,RegionF,RegionF,2381,2381,2383.633333333333,71.0
10704,AITraining,RegionF,RegionF,2382,2382,2383.083333333333,110.0
32894,AITraining,RegionF,RegionF,2382,2382,2383.5333333333333,70.0
3948,RealTimeInference,RegionF,RegionF,2382,2382,2387.5,1.0
34377,AITraining,RegionF,RegionF,2383,2383,2383.733333333333,46.0
30900,AITraining,RegionF,RegionF,2383,2383,2385.1833333333334,36.0
45771,AITraining,RegionF,RegionF,2383,2383,2387.616666666667,77.0
44983,AITraining,RegionF,RegionF,2384,2384,2388.983333333333,80.0
27109,AITraining,RegionF,RegionF,2384,2384,2389.0,99.0
43153,AITraining,RegionF,RegionF,2385,2385,2386.3166666666666,36.0
35571,AITraining,RegionF,RegionF,2385,2385,2387.1,111.0
18325,AITraining,RegionF,RegionF,2385,2385,2388.45,58.0
23514,AITraining,RegionF,RegionF,2385,2385,2388.85,76.0
28388,AITraining,RegionF,RegionF,2385,2385,2389.8,85.0
26590,AITraining,RegionF,RegionF,2385,2385,2389.9166666666665,27.0
36634,RealTimeInference,RegionF,RegionF,2385,2385,2390.083333333333,7.0
26788,BatchInference,RegionF,RegionF,2386,2386,2391.2833333333333,12.0
22852,AITraining,RegionF,RegionF,2386,2386,2391.75,62.0
36680,AITraining,RegionF,RegionF,2387,2387,2392.983333333333,118.0
41737,AITraining,RegionF,RegionF,2387,2387,2393.0666666666666,21.0
17991,AITraining,RegionF,RegionF,2388,2388,2390.266666666667,26.0
1264,AITraining,RegionF,RegionF,2388,2388,2392.7,113.0
21356,AITraining,RegionF,RegionF,2388,2388,2393.133333333333,125.0
27293,AITraining,RegionF,RegionF,2388,2388,2393.333333333333,50.0
16109,BatchInference,RegionF,RegionF,2389,2389,2391.9166666666665,7.0
13747,AITraining,RegionF,RegionF,2389,2389,2395.6,41.0
29364,AITraining,RegionE,RegionF,2390,2390,2391.2833333333333,111.0
15675,AITraining,RegionF,RegionF,2390,2390,2392.983333333333,87.0
30199,BatchInference,RegionF,RegionF,2390,2390,2396.233333333333,15.0
31688,BatchInference,RegionF,RegionF,2391,2391,2392.9666666666667,21.0
31011,AITraining,RegionF,RegionF,2391,2391,2393.016666666667,58.0
17898,AITraining,RegionE,RegionF,2391,2391,2393.65,78.0
2517,AITraining,RegionF,RegionF,2392,2392,2394.733333333333,30.0
16024,RealTimeInference,RegionF,RegionF,2392,2392,2395.35,1.0
47090,AITraining,RegionF,RegionF,2392,2392,2397.2166666666667,98.0
48651,BatchInference,RegionF,RegionF,2393,2393,2394.233333333333,14.0
16699,AITraining,RegionF,RegionF,2393,2393,2394.7,127.0
16345,BatchInference,RegionF,RegionF,2393,2393,2396.233333333333,9.0
28664,AITraining,RegionF,RegionF,2393,2393,2399.25,96.0
36863,AITraining,RegionF,RegionF,2394,2394,2394.516666666667,101.0
41146,AITraining,RegionF,RegionF,2394,2394,2395.7166666666667,57.0
42018,AITraining,RegionF,RegionF,2394,2394,2397.5666666666666,64.0
14619,AITraining,RegionF,RegionF,2394,2394,2400.616666666667,117.0
37834,BatchInference,RegionF,RegionF,2394,2394,2400.65,17.0
39773,AITraining,RegionE,RegionF,2395,2395,2395.5666666666666,33.0
6767,AITraining,RegionF,RegionF,2395,2395,2395.7,29.0
22576,AITraining,RegionF,RegionF,2395,2395,2398.083333333333,16.0
7372,AITraining,RegionF,RegionF,2395,2395,2399.1,104.0
10284,BatchInference,RegionF,RegionF,2396,2396,2398.2833333333333,14.0
14868,AITraining,RegionF,RegionF,2396,2396,2402.45,22.0
46184,AITraining,RegionF,RegionF,2396,2396,2402.5,99.0
701,BatchInference,RegionF,RegionF,2397,2397,2398.75,21.0
3928,BatchInference,RegionF,RegionF,2397,2397,2400.0333333333333,4.0
49575,AITraining,RegionF,RegionF,2397,2397,2400.2166666666667,27.0
20799,BatchInference,RegionF,RegionF,2397,2397,2400.4,14.0
21730,AITraining,RegionF,RegionF,2397,2397,2401.8166666666666,49.0
11780,BatchInference,RegionF,RegionF,2398,2398,2398.583333333333,21.0
17421,BatchInference,RegionF,RegionF,2398,2398,2400.35,15.0
4886,RealTimeInference,RegionF,RegionF,2398,2398,2401.333333333333,3.0
43423,AITraining,RegionF,RegionF,2398,2398,2403.5,122.0
16844,RealTimeInference,RegionF,RegionF,2399,2399,2399.85,1.0
7857,AITraining,RegionF,RegionF,2399,2399,2400.2833333333333,115.0
48579,AITraining,RegionF,RegionF,2399,2399,2401.5,119.0
1455,AITraining,RegionF,RegionF,2399,2399,2401.733333333333,37.0
