Region,Hour,FacilityLoad_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW
RegionA,687,371.65500000000065,877.65,371.65500000000065,0.0,0.0,0.0,0.0,0.0,0.0,505.9949999999993,0.0
RegionA,688,341.27054954999994,800.0,341.27054954999994,0.0,0.0,0.0,0.0,0.0,0.0,458.72945045000006,0.0
RegionA,689,290.6550004499999,722.35,290.6550004499999,0.0,0.0,0.0,0.0,0.0,0.0,431.69499955000015,0.0
RegionA,690,322.6094999999999,650.0,322.6094999999999,0.0,0.0,0.0,0.0,0.0,0.0,327.3905000000001,0.0
RegionA,691,313.84800045000014,587.87,313.84800045000014,0.0,0.0,0.0,0.0,0.0,0.0,274.02199954999986,0.0
RegionA,692,322.85250000000013,540.19,322.85250000000013,0.0,0.0,0.0,0.0,0.0,0.0,217.33749999999992,0.0
RegionA,693,333.51749954999906,510.22,333.51749954999906,0.0,0.0,0.0,0.0,0.0,0.0,176.70250045000097,0.0
RegionA,694,405.2295004499992,500.0,405.2295004499992,0.0,0.0,0.0,0.0,0.0,0.0,94.7704995500008,0.0
RegionA,695,409.98150044999994,510.22,409.98150044999994,0.0,0.0,0.0,0.0,0.0,0.0,100.23849955000009,0.0
RegionA,696,464.8725000000001,540.19,464.8725000000001,0.0,0.0,0.0,0.0,0.0,0.0,75.31749999999994,0.0
RegionA,697,539.2710000000001,587.87,539.2710000000001,0.0,0.0,0.0,0.0,0.0,0.0,48.59899999999993,0.0
RegionA,698,537.5295000000002,650.0,537.5295000000002,0.0,0.0,0.0,0.0,0.0,0.0,112.47049999999979,0.0
RegionA,699,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0
RegionA,700,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0
RegionA,701,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0
RegionA,702,544.3199995499999,950.0,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,405.6800004500001,0.0
RegionA,703,544.3199995500004,1012.13,544.3199995500004,0.0,0.0,0.0,0.0,0.0,0.0,467.8100004499996,0.0
RegionA,704,544.3199999999999,1059.81,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,515.49,0.0
RegionA,705,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0
RegionA,706,538.4475004500001,1100.0,538.4475004500001,0.0,0.0,0.0,0.0,0.0,0.0,561.5524995499999,0.0
RegionA,707,520.0470004500013,1089.78,520.0470004500013,0.0,0.0,0.0,0.0,0.0,0.0,569.7329995499987,0.0
RegionA,708,454.72185045000003,1059.81,454.72185045000003,0.0,0.0,0.0,0.0,0.0,0.0,605.0881495499999,0.0
RegionA,709,455.7086999999997,1012.13,455.7086999999997,0.0,0.0,0.0,0.0,0.0,0.0,556.4213000000003,0.0
RegionA,710,422.12745045,950.0,422.12745045,0.0,0.0,0.0,0.0,0.0,0.0,527.87254955,0.0
RegionA,711,392.39909955,877.65,392.39909955,0.0,0.0,0.0,0.0,0.0,0.0,485.25090044999996,0.0
RegionA,712,325.73880045000004,800.0,325.73880045000004,0.0,0.0,0.0,0.0,0.0,0.0,474.26119954999996,0.0
RegionA,713,329.1704995500006,722.35,329.1704995500006,0.0,0.0,0.0,0.0,0.0,0.0,393.1795004499994,0.0
RegionA,714,318.65399999999977,650.0,318.65399999999977,0.0,0.0,0.0,0.0,0.0,0.0,331.34600000000023,0.0
RegionA,715,337.52700045000006,587.87,337.52700045000006,0.0,0.0,0.0,0.0,0.0,0.0,250.34299954999994,0.0
RegionA,716,328.6305000000001,540.19,328.6305000000001,0.0,0.0,0.0,0.0,0.0,0.0,211.55949999999996,0.0
RegionA,717,353.7405,510.22,353.7405,0.0,0.0,0.0,0.0,0.0,0.0,156.47950000000003,0.0
RegionA,718,384.021,500.0,384.021,0.0,0.0,0.0,0.0,0.0,0.0,115.97899999999998,0.0
RegionA,719,447.06599999999906,510.22,447.06599999999906,0.0,0.0,0.0,0.0,0.0,0.0,63.15400000000096,0.0
RegionA,720,483.21900045,540.19,483.21900045,0.0,0.0,0.0,0.0,0.0,0.0,56.970999550000045,0.0
RegionA,721,544.3200004500003,587.87,544.3200004500003,0.0,0.0,0.0,0.0,0.0,0.0,43.54999954999971,0.0
RegionA,722,544.3199999999996,650.0,544.3199999999996,0.0,0.0,0.0,0.0,0.0,0.0,105.6800000000004,0.0
RegionA,723,544.3200000000002,722.35,544.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999986,0.0
RegionA,724,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0
RegionA,725,544.3199995499999,877.65,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,333.33000045000006,0.0
RegionA,726,544.3200004500002,950.0,544.3200004500002,0.0,0.0,0.0,0.0,0.0,0.0,405.6799995499998,0.0
RegionA,727,544.3200004500001,1012.13,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,467.80999954999993,0.0
RegionA,728,544.3199995500001,1059.81,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,515.4900004499998,0.0
RegionA,729,544.3199995500013,1089.78,544.3199995500013,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499987,0.0
RegionA,730,526.79700045,1100.0,526.79700045,0.0,0.0,0.0,0.0,0.0,0.0,573.20299955,0.0
RegionA,731,544.3199999999998,1089.78,544.3199999999998,0.0,0.0,0.0,0.0,0.0,0.0,545.4600000000002,0.0
RegionA,732,483.3944995500007,1059.81,483.3944995500007,0.0,0.0,0.0,0.0,0.0,0.0,576.4155004499992,0.0
RegionA,733,465.7068000000005,1012.13,465.7068000000005,0.0,0.0,0.0,0.0,0.0,0.0,546.4231999999995,0.0
RegionA,734,438.0628495500002,950.0,438.0628495500002,0.0,0.0,0.0,0.0,0.0,0.0,511.9371504499998,0.0
RegionA,735,384.0561004500001,877.65,384.0561004500001,0.0,0.0,0.0,0.0,0.0,0.0,493.5938995499999,0.0
RegionA,736,332.68050000000056,800.0,332.68050000000056,0.0,0.0,0.0,0.0,0.0,0.0,467.31949999999944,0.0
RegionA,737,335.5965004500001,722.35,335.5965004500001,0.0,0.0,0.0,0.0,0.0,0.0,386.7534995499999,0.0
RegionA,738,322.96049954999995,650.0,322.96049954999995,0.0,0.0,0.0,0.0,0.0,0.0,327.03950045000005,0.0
RegionA,739,338.39099999999996,587.87,338.39099999999996,0.0,0.0,0.0,0.0,0.0,0.0,249.47900000000004,0.0
RegionA,740,327.8069995500001,540.19,327.8069995500001,0.0,0.0,0.0,0.0,0.0,0.0,212.38300044999994,0.0
RegionA,741,377.865,510.22,377.865,0.0,0.0,0.0,0.0,0.0,0.0,132.35500000000002,0.0
RegionA,742,376.4474995500017,500.0,376.4474995500017,0.0,0.0,0.0,0.0,0.0,0.0,123.55250044999832,0.0
RegionA,743,424.5479995500007,510.22,424.5479995500007,0.0,0.0,0.0,0.0,0.0,0.0,85.6720004499993,0.0
RegionA,744,459.55350045000006,540.19,459.55350045000006,0.0,0.0,0.0,0.0,0.0,0.0,80.63649955,0.0
RegionA,745,520.0065000000002,587.87,520.0065000000002,0.0,0.0,0.0,0.0,0.0,0.0,67.86349999999982,0.0
RegionA,746,544.3200004500001,650.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,105.67999954999993,0.0
RegionA,747,544.32000045,722.35,544.32000045,0.0,0.0,0.0,0.0,0.0,0.0,178.02999955000007,0.0
RegionA,748,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0
RegionA,749,544.3200004500001,877.65,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,333.3299995499999,0.0
RegionA,750,544.31999955,950.0,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044999997,0.0
RegionA,751,544.3200000000002,1012.13,544.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,467.80999999999983,0.0
RegionA,752,544.31999955,1059.81,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,515.4900004499999,0.0
RegionA,753,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0
RegionA,754,543.3749999999998,1100.0,543.3749999999998,0.0,0.0,0.0,0.0,0.0,0.0,556.6250000000002,0.0
RegionA,755,504.3734995499999,1089.78,504.3734995499999,0.0,0.0,0.0,0.0,0.0,0.0,585.4065004500001,0.0
RegionA,756,450.81899999999894,1059.81,450.81899999999894,0.0,0.0,0.0,0.0,0.0,0.0,608.991000000001,0.0
RegionA,757,439.14825000000013,1012.13,439.14825000000013,0.0,0.0,0.0,0.0,0.0,0.0,572.9817499999999,0.0
RegionA,758,433.0300504500001,950.0,433.0300504500001,0.0,0.0,0.0,0.0,0.0,0.0,516.9699495499999,0.0
RegionA,759,388.10205045000043,877.65,388.10205045000043,0.0,0.0,0.0,0.0,0.0,0.0,489.54794954999954,0.0
RegionA,760,335.27249955000013,800.0,335.27249955000013,0.0,0.0,0.0,0.0,0.0,0.0,464.72750044999987,0.0
RegionA,761,300.44249955000004,722.35,300.44249955000004,0.0,0.0,0.0,0.0,0.0,0.0,421.90750045,0.0
RegionA,762,313.79400045,650.0,313.79400045,0.0,0.0,0.0,0.0,0.0,0.0,336.20599955,0.0
RegionA,763,317.65499999999986,587.87,317.65499999999986,0.0,0.0,0.0,0.0,0.0,0.0,270.21500000000015,0.0
RegionA,764,344.80350045000006,540.19,344.80350045000006,0.0,0.0,0.0,0.0,0.0,0.0,195.38649955,0.0
RegionA,765,351.91799955000005,510.22,351.91799955000005,0.0,0.0,0.0,0.0,0.0,0.0,158.30200044999998,0.0
RegionA,766,393.9705004499993,500.0,393.9705004499993,0.0,0.0,0.0,0.0,0.0,0.0,106.02949955000071,0.0
RegionA,767,417.87899999999996,510.22,417.87899999999996,0.0,0.0,0.0,0.0,0.0,0.0,92.34100000000007,0.0
RegionA,768,476.76599955000006,540.19,476.76599955000006,0.0,0.0,0.0,0.0,0.0,0.0,63.424000449999994,0.0
RegionA,769,522.3825004500002,587.87,522.3825004500002,0.0,0.0,0.0,0.0,0.0,0.0,65.48749954999982,0.0
RegionA,770,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,0.0
RegionA,771,544.31999955,722.35,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,178.03000045,0.0
RegionA,772,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0
RegionA,773,544.3200004499996,877.65,544.3200004499996,0.0,0.0,0.0,0.0,0.0,0.0,333.32999955000037,0.0
RegionA,774,544.3199995499999,950.0,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,405.6800004500001,0.0
RegionA,775,544.3199999999998,1012.13,544.3199999999998,0.0,0.0,0.0,0.0,0.0,0.0,467.8100000000002,0.0
RegionA,776,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0
RegionA,777,544.3200004500001,1089.78,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,545.4599995499999,0.0
RegionA,778,544.3200000000003,1100.0,544.3200000000003,0.0,0.0,0.0,0.0,0.0,0.0,555.6799999999997,0.0
RegionA,779,527.43149955,1089.78,527.43149955,0.0,0.0,0.0,0.0,0.0,0.0,562.34850045,0.0
RegionA,780,463.27275000000003,1059.81,463.27275000000003,0.0,0.0,0.0,0.0,0.0,0.0,596.5372499999999,0.0
RegionA,781,428.4360000000005,1012.13,428.4360000000005,0.0,0.0,0.0,0.0,0.0,0.0,583.6939999999995,0.0
RegionA,782,437.0206495499988,950.0,437.0206495499988,0.0,0.0,0.0,0.0,0.0,0.0,512.9793504500012,0.0
RegionA,783,384.62580045000004,877.65,384.62580045000004,0.0,0.0,0.0,0.0,0.0,0.0,493.02419954999993,0.0
RegionA,784,330.6055499999999,800.0,330.6055499999999,0.0,0.0,0.0,0.0,0.0,0.0,469.3944500000001,0.0
RegionA,785,261.6975,722.35,261.6975,0.0,0.0,0.0,0.0,0.0,0.0,460.65250000000003,0.0
RegionA,786,316.73700045,650.0,316.73700045,0.0,0.0,0.0,0.0,0.0,0.0,333.26299955,0.0
RegionA,787,326.30850000000004,587.87,326.30850000000004,0.0,0.0,0.0,0.0,0.0,0.0,261.56149999999997,0.0
RegionA,788,349.5420004500001,540.19,349.5420004500001,0.0,0.0,0.0,0.0,0.0,0.0,190.64799954999995,0.0
RegionA,789,378.14850000000007,510.22,378.14850000000007,0.0,0.0,0.0,0.0,0.0,0.0,132.07149999999996,0.0
RegionA,790,390.44700000000006,500.0,390.44700000000006,0.0,0.0,0.0,0.0,0.0,0.0,109.55299999999994,0.0
RegionA,791,468.0989995500002,510.22,468.0989995500002,0.0,0.0,0.0,0.0,0.0,0.0,42.121000449999826,0.0
RegionA,792,479.0744999999999,540.19,479.0744999999999,0.0,0.0,0.0,0.0,0.0,0.0,61.11550000000017,0.0
RegionA,793,493.1279995500012,587.87,493.1279995500012,0.0,0.0,0.0,0.0,0.0,0.0,94.74200044999878,0.0
RegionA,794,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,0.0
RegionA,795,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0
RegionA,796,544.3199995499998,800.0,544.3199995499998,0.0,0.0,0.0,0.0,0.0,0.0,255.6800004500002,0.0
RegionA,797,544.3200004500001,877.65,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,333.3299995499999,0.0
RegionA,798,544.3200004500012,950.0,544.3200004500012,0.0,0.0,0.0,0.0,0.0,0.0,405.6799995499988,0.0
RegionA,799,544.31999955,1012.13,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999996,0.0
RegionA,800,544.3200004500001,1059.81,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995499999,0.0
RegionA,801,544.3199995499999,1089.78,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,545.46000045,0.0
RegionA,802,543.5775004500001,1100.0,543.5775004500001,0.0,0.0,0.0,0.0,0.0,0.0,556.4224995499999,0.0
RegionA,803,503.54999955000017,1089.78,503.54999955000017,0.0,0.0,0.0,0.0,0.0,0.0,586.2300004499998,0.0
RegionA,804,457.1775000000002,1059.81,457.1775000000002,0.0,0.0,0.0,0.0,0.0,0.0,602.6324999999997,0.0
RegionA,805,465.2477999999999,1012.13,465.2477999999999,0.0,0.0,0.0,0.0,0.0,0.0,546.8822,0.0
RegionA,806,421.82100000000014,950.0,421.82100000000014,0.0,0.0,0.0,0.0,0.0,0.0,528.1789999999999,0.0
RegionA,807,406.70774999999986,877.65,406.70774999999986,0.0,0.0,0.0,0.0,0.0,0.0,470.9422500000001,0.0
RegionA,808,341.4689995499997,800.0,341.4689995499997,0.0,0.0,0.0,0.0,0.0,0.0,458.5310004500003,0.0
RegionA,809,324.36450000000025,722.35,324.36450000000025,0.0,0.0,0.0,0.0,0.0,0.0,397.9854999999998,0.0
RegionA,810,310.21650045,650.0,310.21650045,0.0,0.0,0.0,0.0,0.0,0.0,339.78349955,0.0
RegionA,811,305.11350044999995,587.87,305.11350044999995,0.0,0.0,0.0,0.0,0.0,0.0,282.75649955000006,0.0
RegionA,812,312.2010004499999,540.19,312.2010004499999,0.0,0.0,0.0,0.0,0.0,0.0,227.98899955000013,0.0
RegionA,813,376.42049955,510.22,376.42049955,0.0,0.0,0.0,0.0,0.0,0.0,133.79950045000004,0.0
RegionA,814,411.3315004500001,500.0,411.3315004500001,0.0,0.0,0.0,0.0,0.0,0.0,88.66849954999992,0.0
RegionA,815,409.60349955000015,510.22,409.60349955000015,0.0,0.0,0.0,0.0,0.0,0.0,100.61650044999988,0.0
RegionA,816,487.18799955000003,540.19,487.18799955000003,0.0,0.0,0.0,0.0,0.0,0.0,53.002000450000025,0.0
RegionA,817,496.05750045000065,587.87,496.05750045000065,0.0,0.0,0.0,0.0,0.0,0.0,91.81249954999936,0.0
RegionA,818,544.3200000000003,650.0,544.3200000000003,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999972,0.0
RegionA,819,544.31999955,722.35,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,178.03000045,0.0
RegionA,820,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0
RegionA,821,544.3200000000002,877.65,544.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999998,0.0
RegionA,822,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0
RegionA,823,544.3200004500001,1012.13,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,467.80999954999993,0.0
RegionA,824,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0
RegionA,825,544.3200004499988,1089.78,544.3200004499988,0.0,0.0,0.0,0.0,0.0,0.0,545.4599995500012,0.0
RegionA,826,535.69350045,1100.0,535.69350045,0.0,0.0,0.0,0.0,0.0,0.0,564.30649955,0.0
RegionA,827,505.953,1089.78,505.953,0.0,0.0,0.0,0.0,0.0,0.0,583.827,0.0
RegionA,828,489.18599954999996,1059.81,489.18599954999996,0.0,0.0,0.0,0.0,0.0,0.0,570.62400045,0.0
RegionA,829,444.28499954999944,1012.13,444.28499954999944,0.0,0.0,0.0,0.0,0.0,0.0,567.8450004500005,0.0
RegionA,830,435.5883004499999,950.0,435.5883004499999,0.0,0.0,0.0,0.0,0.0,0.0,514.4116995500001,0.0
RegionA,831,377.71515,877.65,377.71515,0.0,0.0,0.0,0.0,0.0,0.0,499.93485,0.0
RegionA,832,378.3644995500003,800.0,378.3644995500003,0.0,0.0,0.0,0.0,0.0,0.0,421.6355004499997,0.0
RegionA,833,313.30800045000007,722.35,313.30800045000007,0.0,0.0,0.0,0.0,0.0,0.0,409.04199954999996,0.0
RegionA,834,299.916,650.0,299.916,0.0,0.0,0.0,0.0,0.0,0.0,350.084,0.0
RegionA,835,324.08099999999996,587.87,324.08099999999996,0.0,0.0,0.0,0.0,0.0,0.0,263.78900000000004,0.0
RegionA,836,303.6419999999998,540.19,303.6419999999998,0.0,0.0,0.0,0.0,0.0,0.0,236.54800000000023,0.0
RegionA,837,354.73950045000015,510.22,354.73950045000015,0.0,0.0,0.0,0.0,0.0,0.0,155.48049954999988,0.0
RegionA,838,373.23450045,500.0,373.23450045,0.0,0.0,0.0,0.0,0.0,0.0,126.76549955000002,0.0
RegionA,839,408.05099955000003,510.22,408.05099955000003,0.0,0.0,0.0,0.0,0.0,0.0,102.16900045,0.0
RegionA,840,459.0540004499998,540.19,459.0540004499998,0.0,0.0,0.0,0.0,0.0,0.0,81.13599955000024,0.0
RegionA,841,474.98399999999975,587.87,474.98399999999975,0.0,0.0,0.0,0.0,0.0,0.0,112.88600000000025,0.0
RegionA,842,514.7415004500008,650.0,514.7415004500008,0.0,0.0,0.0,0.0,0.0,0.0,135.25849954999921,0.0
RegionA,843,544.32000045,722.35,544.32000045,0.0,0.0,0.0,0.0,0.0,0.0,178.02999955000007,0.0
RegionA,844,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0
RegionA,845,544.3199999999987,877.65,544.3199999999987,0.0,0.0,0.0,0.0,0.0,0.0,333.3300000000013,0.0
RegionA,846,544.3200000000005,950.0,544.3200000000005,0.0,0.0,0.0,0.0,0.0,0.0,405.6799999999995,0.0
RegionA,847,544.3200004500005,1012.13,544.3200004500005,0.0,0.0,0.0,0.0,0.0,0.0,467.8099995499995,0.0
RegionA,848,544.32000045,1059.81,544.32000045,0.0,0.0,0.0,0.0,0.0,0.0,515.48999955,0.0
RegionA,849,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0
RegionA,850,535.24799955,1100.0,535.24799955,0.0,0.0,0.0,0.0,0.0,0.0,564.75200045,0.0
RegionA,851,457.0695,1089.78,457.0695,0.0,0.0,0.0,0.0,0.0,0.0,632.7104999999999,0.0
RegionA,852,476.09100000000007,1059.81,476.09100000000007,0.0,0.0,0.0,0.0,0.0,0.0,583.7189999999998,0.0
RegionA,853,450.6610500000001,1012.13,450.6610500000001,0.0,0.0,0.0,0.0,0.0,0.0,561.46895,0.0
RegionA,854,425.8264495500003,950.0,425.8264495500003,0.0,0.0,0.0,0.0,0.0,0.0,524.1735504499998,0.0
RegionA,855,357.72030044999997,877.65,357.72030044999997,0.0,0.0,0.0,0.0,0.0,0.0,519.92969955,0.0
RegionA,856,346.54094955000005,800.0,346.54094955000005,0.0,0.0,0.0,0.0,0.0,0.0,453.45905044999995,0.0
RegionA,857,281.24550000000005,722.35,281.24550000000005,0.0,0.0,0.0,0.0,0.0,0.0,441.1045,0.0
RegionA,858,336.069,650.0,336.069,0.0,0.0,0.0,0.0,0.0,0.0,313.931,0.0
RegionA,859,346.26149999999996,587.87,346.26149999999996,0.0,0.0,0.0,0.0,0.0,0.0,241.60850000000005,0.0
RegionA,860,325.0664995500002,540.19,325.0664995500002,0.0,0.0,0.0,0.0,0.0,0.0,215.12350044999988,0.0
RegionA,861,359.22150045000006,510.22,359.22150045000006,0.0,0.0,0.0,0.0,0.0,0.0,150.99849954999996,0.0
RegionA,862,369.7245,500.0,369.7245,0.0,0.0,0.0,0.0,0.0,0.0,130.27550000000002,0.0
RegionA,863,453.9240004500001,510.22,453.9240004500001,0.0,0.0,0.0,0.0,0.0,0.0,56.29599954999992,0.0
RegionA,864,485.7029995499999,540.19,485.7029995499999,0.0,0.0,0.0,0.0,0.0,0.0,54.48700045000015,0.0
RegionA,865,544.3199999999998,587.87,544.3199999999998,0.0,0.0,0.0,0.0,0.0,0.0,43.55000000000018,0.0
RegionA,866,536.5575,650.0,536.5575,0.0,0.0,0.0,0.0,0.0,0.0,113.4425,0.0
RegionA,867,544.3199995500001,722.35,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,178.03000044999987,0.0
RegionA,868,544.3200004499996,800.0,544.3200004499996,0.0,0.0,0.0,0.0,0.0,0.0,255.6799995500004,0.0
RegionA,869,544.3199995499999,877.65,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,333.33000045000006,0.0
RegionA,870,544.3200000000002,950.0,544.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,405.67999999999984,0.0
RegionA,871,544.3199999999999,1012.13,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,467.81000000000006,0.0
RegionA,872,544.3200004500001,1059.81,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995499999,0.0
RegionA,873,544.3200000000002,1089.78,544.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999998,0.0
RegionA,874,544.3200000000003,1100.0,544.3200000000003,0.0,0.0,0.0,0.0,0.0,0.0,555.6799999999997,0.0
RegionA,875,504.3735004500002,1089.78,504.3735004500002,0.0,0.0,0.0,0.0,0.0,0.0,585.4064995499998,0.0
RegionA,876,479.22299955,1059.81,479.22299955,0.0,0.0,0.0,0.0,0.0,0.0,580.58700045,0.0
RegionA,877,426.4515004499997,1012.13,426.4515004499997,0.0,0.0,0.0,0.0,0.0,0.0,585.6784995500003,0.0
RegionA,878,424.39410000000015,950.0,424.39410000000015,0.0,0.0,0.0,0.0,0.0,0.0,525.6058999999998,0.0
RegionA,879,391.70385000000005,877.65,391.70385000000005,0.0,0.0,0.0,0.0,0.0,0.0,485.94614999999993,0.0
RegionA,880,342.37350045,800.0,342.37350045,0.0,0.0,0.0,0.0,0.0,0.0,457.62649955,0.0
RegionA,881,329.35950044999896,722.35,329.35950044999896,0.0,0.0,0.0,0.0,0.0,0.0,392.99049955000106,0.0
RegionA,882,321.01650045,650.0,321.01650045,0.0,0.0,0.0,0.0,0.0,0.0,328.98349955,0.0
RegionA,883,313.92900045000005,587.87,313.92900045000005,0.0,0.0,0.0,0.0,0.0,0.0,273.94099954999996,0.0
RegionA,884,326.97,540.19,326.97,0.0,0.0,0.0,0.0,0.0,0.0,213.22000000000003,0.0
RegionA,885,371.30400045000005,510.22,371.30400045000005,0.0,0.0,0.0,0.0,0.0,0.0,138.91599954999998,0.0
RegionA,886,390.89250000000004,500.0,390.89250000000004,0.0,0.0,0.0,0.0,0.0,0.0,109.10749999999996,0.0
RegionA,887,456.98849955000054,510.22,456.98849955000054,0.0,0.0,0.0,0.0,0.0,0.0,53.23150044999949,0.0
RegionA,888,502.2944995500001,540.19,502.2944995500001,0.0,0.0,0.0,0.0,0.0,0.0,37.89550044999993,0.0
RegionA,889,504.684,587.87,504.684,0.0,0.0,0.0,0.0,0.0,0.0,83.18599999999998,0.0
RegionA,890,544.3199995500001,650.0,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,105.68000044999985,0.0
RegionA,891,544.31999955,722.35,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,178.03000045,0.0
RegionA,892,544.3199995499999,800.0,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,255.68000045000008,0.0
RegionA,893,544.3200000000002,877.65,544.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999998,0.0
RegionA,894,544.3199995500008,950.0,544.3199995500008,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044999917,0.0
RegionA,895,544.3200004500001,1012.13,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,467.80999954999993,0.0
RegionA,896,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0
RegionA,897,544.32000045,1089.78,544.32000045,0.0,0.0,0.0,0.0,0.0,0.0,545.45999955,0.0
RegionA,898,544.3200004499998,1100.0,544.3200004499998,0.0,0.0,0.0,0.0,0.0,0.0,555.6799995500002,0.0
RegionA,899,503.48249955,1089.78,503.48249955,0.0,0.0,0.0,0.0,0.0,0.0,586.2975004499999,0.0
RegionA,900,486.0539999999999,1059.81,486.0539999999999,0.0,0.0,0.0,0.0,0.0,0.0,573.7560000000001,0.0
RegionA,901,427.18050045,1012.13,427.18050045,0.0,0.0,0.0,0.0,0.0,0.0,584.9494995499999,0.0
RegionA,902,427.8986999999991,950.0,427.8986999999991,0.0,0.0,0.0,0.0,0.0,0.0,522.101300000001,0.0
RegionA,903,394.97220045,877.65,394.97220045,0.0,0.0,0.0,0.0,0.0,0.0,482.67779955,0.0
RegionA,904,337.84965045,800.0,337.84965045,0.0,0.0,0.0,0.0,0.0,0.0,462.15034955,0.0
RegionA,905,308.5424995500003,722.35,308.5424995500003,0.0,0.0,0.0,0.0,0.0,0.0,413.80750044999974,0.0
RegionA,906,299.07900045000014,650.0,299.07900045000014,0.0,0.0,0.0,0.0,0.0,0.0,350.92099954999986,0.0
RegionA,907,278.01899999999995,587.87,278.01899999999995,0.0,0.0,0.0,0.0,0.0,0.0,309.85100000000006,0.0
RegionA,908,318.28949999999963,540.19,318.28949999999963,0.0,0.0,0.0,0.0,0.0,0.0,221.90050000000042,0.0
RegionA,909,359.1945,510.22,359.1945,0.0,0.0,0.0,0.0,0.0,0.0,151.02550000000002,0.0
RegionA,910,413.4780004500001,500.0,413.4780004500001,0.0,0.0,0.0,0.0,0.0,0.0,86.52199954999992,0.0
RegionA,911,372.5190000000001,510.22,372.5190000000001,0.0,0.0,0.0,0.0,0.0,0.0,137.7009999999999,0.0
