Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AITrainingPower_MW,GPU_Utilization_Percent,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,Curtailment_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridCharge_MW,GridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,DemandResponseLevel,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,DataPeriod,FacilityLoad_MW,RenewableUse_MW,Charge_MW,Discharge_MW,Price,SellPrice,CarbonIntensity,GridExportLimit_MW
1175,RegionA,Flat,649.12,0.0,0.6623,24.8,39.830688,510.22,53.3061,54.8297,66.00249955004494,329.05,444.2175,0.0,0.0,0.0,390.9114,258.9006,Low,157.5,54.8297,0.0,34.1333333333,294.916667,Main_0_2399,444.2175004499551,444.2175004499551,0.0,0.0,649.12,0.0,0.6623,66.00249955004494
1176,RegionA,Valley,469.03,0.0,0.6679,24.8,37.566138,540.19,55.4866,55.0,77.80150000000003,342.51,462.3885,0.0,18.0,0.0,424.9019,283.792,Medium,157.5,73.0,0.0,32.706,309.804,Main_0_2399,462.3885,462.3885,0.0,0.0,469.03,0.0,0.6679,77.80150000000003
1177,RegionA,Valley,469.25,0.0,0.6703,24.8,33.0,587.87,61.8257,55.0,72.65599999999995,381.64,515.214,0.0,18.0,0.0,471.3883,315.9716,Medium,157.5,73.0,0.0,29.75,351.89,Main_0_2399,515.214,515.214,0.0,0.0,469.25,0.0,0.6703,72.65599999999995
1178,RegionA,Valley,469.47,0.0,0.6693,11.1386666667,22.92328,650.0,65.3184,0.0,105.67999955004507,403.2,544.32,0.0,7.4967,0.0,486.4983,325.6133,Medium,157.5,7.4967,0.0,18.1013333333,385.098667,Main_0_2399,544.3200004499549,544.3200004499549,0.0,0.0,469.47,0.0,0.6693,105.67999955004507
1179,RegionA,Valley,469.69,0.0,0.665,19.04,36.335979,722.35,65.3184,0.0,178.02999955004498,403.2,544.32,0.0,0.0,0.0,479.0016,318.5361,Medium,157.5,0.0,0.0,29.1333333333,374.066667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,469.69,0.0,0.665,178.02999955004498
1180,RegionA,Valley,469.9,0.0,0.6578,19.04,42.574074,800.0,65.3184,0.0,255.67999955004495,403.2,544.32,0.0,0.0,0.0,479.0016,315.0873,Medium,157.5,0.0,0.0,33.3413333333,369.858667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,469.9,0.0,0.6578,255.67999955004495
1181,RegionA,Valley,470.12,0.0,0.6483,14.8693333333,39.470899,877.65,65.3184,0.0,333.3299999999999,403.2,544.32,0.0,0.0,0.0,479.0016,310.5367,Medium,157.5,0.0,0.0,29.924,373.276,Main_0_2399,544.32,544.32,0.0,0.0,470.12,0.0,0.6483,333.3299999999999
1182,RegionA,Valley,470.33,0.0,0.637,11.68,33.714286,950.0,65.3184,0.0,405.67999999999995,403.2,544.32,0.0,0.0,0.0,479.0016,305.124,Medium,157.5,0.0,0.0,25.137,378.063,Main_0_2399,544.32,544.32,0.0,0.0,470.33,0.0,0.637,405.67999999999995
1183,RegionA,Flat,723.92,0.0,0.6248,0.7786666667,21.510582,1012.13,65.3184,0.0,467.80999955004495,403.2,544.32,0.0,0.0,0.0,479.0016,299.2802,Medium,157.5,0.0,0.0,13.5383333333,389.661667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,723.92,0.0,0.6248,467.80999955004495
1184,RegionA,Flat,724.24,0.0,0.6126,3.04,23.732804,1059.81,65.3184,0.0,515.4899999999999,403.2,544.32,0.0,0.0,0.0,479.0016,293.4364,Medium,157.5,0.0,0.0,15.561,387.639,Main_0_2399,544.32,544.32,0.0,0.0,724.24,0.0,0.6126,515.4899999999999
1185,RegionA,Flat,724.56,0.0,0.6013,9.76,25.550265,1089.78,69.5448,0.0,545.4599995500449,403.2,544.32,0.0,0.0,0.0,474.7752,285.4823,Medium,157.5,0.0,0.0,19.2303333333,383.969667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,724.56,0.0,0.6013,545.4599995500449
1186,RegionA,Flat,724.87,0.0,0.5917,31.04,44.571429,1100.0,66.729,0.0,605.711000449955,366.14,494.289,0.0,0.0,0.0,427.56,252.9872,Medium,157.5,0.0,0.0,39.2466666667,326.893333,Main_0_2399,494.288999550045,494.288999550045,0.0,0.0,724.87,0.0,0.5917,605.711000449955
1187,RegionA,Flat,725.18,0.0,0.5845,40.16,52.095238,1089.78,76.8652,0.0,545.4599999999999,403.2,544.32,0.0,0.0,0.0,467.4548,273.2273,Medium,157.5,0.0,0.0,47.316,355.884,Main_0_2399,544.32,544.32,0.0,0.0,725.18,0.0,0.5845,545.4599999999999
1188,RegionA,Flat,725.48,0.0,0.5802,36.64,51.68254,1059.81,68.1147,0.0,593.2094999999999,345.63,466.6005,0.0,0.0,0.0,398.4858,231.2015,Medium,157.5,0.0,0.0,45.58,300.05,Main_0_2399,466.6005,466.6005,0.0,0.0,725.48,0.0,0.5802,593.2094999999999
1189,RegionA,Flat,725.77,0.0,0.5791,16.128,26.37037,1012.13,69.0795,0.0,548.4401004499549,343.474,463.6899,0.0,0.0,0.0,394.6104,228.5189,Medium,157.5,0.0,0.0,21.9946666667,321.479333,Main_0_2399,463.6898995500451,463.6898995500451,0.0,0.0,725.77,0.0,0.5791,548.4401004499549
1190,RegionA,Flat,726.06,0.0,0.5814,12.64,26.526455,950.0,66.21,0.0,508.599949550045,326.963,441.4001,0.0,0.0,0.0,375.1901,218.1355,Low,157.5,0.0,0.0,20.4693333333,306.493667,Main_0_2399,441.400050449955,441.400050449955,0.0,0.0,726.06,0.0,0.5814,508.599949550045
1191,RegionA,Flat,726.34,0.0,0.5869,23.576,36.814815,877.65,60.3024,0.0,472.87545044995494,299.833,404.7746,0.0,0.0,0.0,344.4722,202.1707,Low,157.5,0.0,0.0,31.1226666667,268.710333,Main_0_2399,404.77454955004504,404.77454955004504,0.0,0.0,726.34,0.0,0.5869,472.87545044995494
1192,RegionA,Flat,726.61,0.0,0.5954,15.36,27.261905,800.0,48.8202,0.0,465.57125044995496,247.725,334.4288,0.0,0.0,0.0,285.6086,170.0514,Low,157.5,0.0,0.0,22.0696666667,225.655333,Main_0_2399,334.42874955004504,334.42874955004504,0.0,0.0,726.61,0.0,0.5954,465.57125044995496
1193,RegionA,Peak,1053.97,0.0,0.6062,15.36,25.396825,722.35,45.5567,0.0,399.74049999999994,238.97,322.6095,0.0,0.0,0.0,232.0528,140.6704,Medium,157.5,0.0,45.0,21.14,217.83,Main_0_2399,322.6095000000001,322.6095000000001,0.0,0.0,1053.97,0.0,0.6062,399.74049999999994
1194,RegionA,Peak,1054.34,0.0,0.6188,15.36,31.547619,650.0,40.2718,0.0,351.6905,220.97,298.3095,0.0,0.0,0.0,213.0377,131.8277,Medium,157.5,0.0,45.0,24.835,196.135,Main_0_2399,298.3095,298.3095,0.0,0.0,1054.34,0.0,0.6188,351.6905
1195,RegionA,Peak,1054.69,0.0,0.6321,18.88,39.542328,587.87,35.8504,0.0,307.272499550045,207.85,280.5975,0.0,0.0,0.0,199.7471,126.2601,Medium,157.5,0.0,45.0,30.7933333333,177.056667,Main_0_2399,280.597500449955,280.597500449955,0.0,0.0,1054.69,0.0,0.6321,307.272499550045
1196,RegionA,Peak,1055.03,0.0,0.6455,7.36,24.351852,540.19,44.3264,0.0,170.802999550045,273.62,369.387,0.0,0.0,0.0,280.0606,180.7791,Medium,157.5,0.0,45.0,17.1263333333,256.493667,Main_0_2399,369.38700044995505,369.38700044995505,0.0,0.0,1055.03,0.0,0.6455,170.802999550045
1197,RegionA,Peak,1055.36,0.0,0.658,3.52,18.145503,510.22,43.3609,0.0,148.87900044995502,267.66,361.341,0.0,0.0,0.0,272.9801,179.6209,Medium,157.5,0.0,45.0,12.1986666667,255.461333,Main_0_2399,361.340999550045,361.340999550045,0.0,0.0,1055.36,0.0,0.658,148.87900044995502
1198,RegionA,Flat,655.24,0.0,0.6687,3.52,20.322751,500.0,51.6731,53.7992,69.39049955004492,318.97,430.6095,0.0,0.0,0.0,378.9364,253.3947,Low,157.5,53.7992,0.0,13.7893333333,305.180667,Main_0_2399,430.6095004499551,430.6095004499551,0.0,0.0,655.24,0.0,0.6687,69.39049955004492
1199,RegionA,Flat,655.43,0.0,0.6771,3.52,16.936508,510.22,54.3429,54.7053,57.36250000000001,335.45,452.8575,0.0,0.0,0.0,398.5146,269.8342,Low,157.5,54.7053,0.0,11.558,323.892,Main_0_2399,452.8575,452.8575,0.0,0.0,655.43,0.0,0.6771,57.36250000000001
1200,RegionA,Valley,473.49,0.0,0.6825,3.52,16.095238,540.19,57.6493,55.0,59.778999999999996,355.86,480.411,0.0,18.0,0.0,440.7617,300.8198,Medium,157.5,73.0,0.0,11.0,344.86,Main_0_2399,480.41100000000006,480.41100000000006,0.0,0.0,473.49,0.0,0.6825,59.778999999999996
1201,RegionA,Valley,473.61,0.0,0.6846,7.408,25.132275,587.87,65.3184,55.0,43.54999955004507,403.2,544.32,0.0,18.0,0.0,497.0016,340.2473,Medium,157.5,73.0,0.0,17.8513333333,385.348667,Main_0_2399,544.3200004499549,544.3200004499549,0.0,0.0,473.61,0.0,0.6846,43.54999955004507
1202,RegionA,Valley,473.71,0.0,0.6833,5.848,21.23545,650.0,65.3184,0.0,105.67999999999995,403.2,544.32,0.0,8.4689,0.0,487.4705,333.0886,Medium,157.5,8.4689,0.0,14.804,388.396,Main_0_2399,544.32,544.32,0.0,0.0,473.71,0.0,0.6833,105.67999999999995
1203,RegionA,Valley,473.82,0.0,0.6787,0.0,11.378307,722.35,65.3184,0.0,178.02999955004498,403.2,544.32,0.0,0.0,0.0,479.0016,325.0984,Medium,157.5,0.0,0.0,6.4683333333,396.731667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,473.82,0.0,0.6787,178.02999955004498
1204,RegionA,Valley,473.91,0.0,0.6712,17.12,32.206349,800.0,65.3184,0.0,255.67999999999995,403.2,544.32,0.0,0.0,0.0,479.0016,321.5059,Medium,157.5,0.0,0.0,25.912,377.288,Main_0_2399,544.32,544.32,0.0,0.0,473.91,0.0,0.6712,255.67999999999995
1205,RegionA,Valley,473.99,0.0,0.6612,17.12,33.28836,877.65,65.3184,0.0,333.32999955004504,403.2,544.32,0.0,0.0,0.0,479.0016,316.7159,Medium,157.5,0.0,0.0,26.6973333333,376.502667,Main_0_2399,544.3200004499549,544.3200004499549,0.0,0.0,473.99,0.0,0.6612,333.32999955004504
1206,RegionA,Valley,474.07,0.0,0.6496,11.36,23.57672,950.0,65.3184,0.0,405.67999999999995,403.2,544.32,0.0,0.0,0.0,479.0016,311.1594,Medium,157.5,0.0,0.0,18.557,384.643,Main_0_2399,544.32,544.32,0.0,0.0,474.07,0.0,0.6496,405.67999999999995
1207,RegionA,Flat,729.44,0.0,0.637,23.52,39.174603,1012.13,65.3184,0.0,467.80999999999995,403.2,544.32,0.0,0.0,0.0,479.0016,305.124,Medium,157.5,0.0,0.0,32.909,370.291,Main_0_2399,544.32,544.32,0.0,0.0,729.44,0.0,0.637,467.80999999999995
1208,RegionA,Flat,729.53,0.0,0.6245,23.52,38.94709,1059.81,65.3184,0.0,515.4900004499549,403.2,544.32,0.0,0.0,0.0,479.0016,299.1365,Medium,157.5,0.0,0.0,32.5766666667,370.623333,Main_0_2399,544.319999550045,544.319999550045,0.0,0.0,729.53,0.0,0.6245,515.4900004499549
1209,RegionA,Flat,729.6,0.0,0.6128,18.48,36.743386,1089.78,69.5448,0.0,545.460000449955,403.2,544.32,0.0,0.0,0.0,474.7752,290.9422,Medium,157.5,0.0,0.0,29.1386666667,374.061333,Main_0_2399,544.3199995500449,544.3199995500449,0.0,0.0,729.6,0.0,0.6128,545.460000449955
1210,RegionA,Flat,729.66,0.0,0.6027,17.92,40.597884,1100.0,73.2681,0.0,557.2729995500449,402.02,542.727,0.0,0.0,0.0,469.4589,282.9429,Medium,157.5,0.0,0.0,31.4013333333,370.618667,Main_0_2399,542.7270004499551,542.7270004499551,0.0,0.0,729.66,0.0,0.6027,557.2729995500449
1211,RegionA,Flat,729.71,0.0,0.595,16.1333333333,34.222222,1089.78,72.4786,0.0,576.5234995500449,380.19,513.2565,0.0,0.0,0.0,440.7779,262.2629,Medium,157.5,0.0,0.0,26.8673333333,353.322667,Main_0_2399,513.2565004499551,513.2565004499551,0.0,0.0,729.71,0.0,0.595,576.5234995500449
1212,RegionA,Flat,729.74,0.0,0.5902,9.12,26.751323,1059.81,72.9805,0.0,559.8780004499549,370.32,499.932,0.0,0.0,0.0,426.9515,251.9868,Medium,157.5,0.0,0.0,19.4626666667,350.857333,Main_0_2399,499.931999550045,499.931999550045,0.0,0.0,729.74,0.0,0.5902,559.8780004499549
1213,RegionA,Flat,729.75,0.0,0.5887,9.12,26.185185,1012.13,68.2032,0.0,554.322050449955,339.117,457.808,0.0,0.0,0.0,389.6048,229.3603,Medium,157.5,0.0,0.0,19.1736666667,319.943333,Main_0_2399,457.807949550045,457.807949550045,0.0,0.0,729.75,0.0,0.5887,554.322050449955
1214,RegionA,Flat,729.76,0.0,0.5905,9.12,18.203704,950.0,65.4028,0.0,513.981050449955,322.977,436.019,0.0,0.0,0.0,370.6162,218.8488,Low,157.5,0.0,0.0,14.2166666667,308.760333,Main_0_2399,436.018949550045,436.018949550045,0.0,0.0,729.76,0.0,0.5905,513.981050449955
1215,RegionA,Flat,729.74,0.0,0.5955,25.304,33.772487,877.65,53.545,0.0,518.2341004499549,266.234,359.4159,0.0,0.0,0.0,305.8709,182.1461,Low,157.5,0.0,0.0,30.1046666667,236.129333,Main_0_2399,359.415899550045,359.415899550045,0.0,0.0,729.74,0.0,0.5955,518.2341004499549
1216,RegionA,Flat,729.71,0.0,0.6035,19.68,41.507937,800.0,49.8223,0.0,458.70649999999995,252.81,341.2935,0.0,0.0,0.0,291.4712,175.9029,Low,157.5,0.0,0.0,32.68,220.13,Main_0_2399,341.29350000000005,341.29350000000005,0.0,0.0,729.71,0.0,0.6035,458.70649999999995
1217,RegionA,Peak,1058.02,0.0,0.6138,19.68,50.518519,722.35,42.4798,0.0,421.5295,222.83,300.8205,0.0,0.0,0.0,213.3407,130.9485,Medium,157.5,0.0,45.0,38.406,184.424,Main_0_2399,300.82050000000004,300.82050000000004,0.0,0.0,1058.02,0.0,0.6138,421.5295
1218,RegionA,Peak,1057.94,0.0,0.6258,19.68,47.949735,650.0,39.9838,0.0,353.8235,219.39,296.1765,0.0,0.0,0.0,211.1927,132.1644,Medium,157.5,0.0,45.0,36.887,182.503,Main_0_2399,296.1765,296.1765,0.0,0.0,1057.94,0.0,0.6258,353.8235
1219,RegionA,Peak,1057.83,0.0,0.6386,18.368,44.148148,587.87,38.3204,0.0,287.9405,222.17,299.9295,0.0,0.0,0.0,216.6091,138.3266,Medium,157.5,0.0,45.0,33.928,188.242,Main_0_2399,299.9295,299.9295,0.0,0.0,1057.83,0.0,0.6386,287.9405
1220,RegionA,Peak,1057.7,0.0,0.6514,0.0,22.515873,540.19,39.2234,0.0,213.32799955004504,242.12,326.862,0.0,0.0,0.0,242.6386,158.0548,Medium,157.5,0.0,45.0,13.6063333333,228.513667,Main_0_2399,326.862000449955,326.862000449955,0.0,0.0,1057.7,0.0,0.6514,213.32799955004504
1221,RegionA,Peak,1057.55,0.0,0.6633,27.04,47.846561,510.22,43.9992,0.0,143.55999999999995,271.6,366.66,0.0,0.0,0.0,277.6608,184.1724,Medium,157.5,0.0,45.0,39.49,232.11,Main_0_2399,366.6600000000001,366.6600000000001,0.0,0.0,1057.55,0.0,0.6633,143.55999999999995
1222,RegionA,Flat,656.31,0.0,0.6735,27.04,41.002646,500.0,47.7803,54.2664,101.83099955004496,294.94,398.169,0.0,0.0,0.0,350.3887,235.9868,Low,157.5,54.2664,0.0,35.1913333333,259.748667,Main_0_2399,398.16900044995504,398.16900044995504,0.0,0.0,656.31,0.0,0.6735,101.83099955004496
1223,RegionA,Flat,656.19,0.0,0.6812,27.04,32.619048,510.22,49.8668,55.0,94.66300000000001,307.82,415.557,0.0,0.0,0.0,365.6902,249.1081,Low,157.5,55.0,0.0,30.2,277.62,Main_0_2399,415.557,415.557,0.0,0.0,656.19,0.0,0.6812,94.66300000000001
1224,RegionA,Valley,473.82,0.0,0.686,32.184,40.785714,540.19,57.2152,55.0,63.39699999999999,353.18,476.793,0.0,18.0,0.0,437.5778,300.1784,Medium,157.5,73.0,0.0,37.168,316.012,Main_0_2399,476.79300000000006,476.79300000000006,0.0,0.0,473.82,0.0,0.686,63.39699999999999
1225,RegionA,Valley,473.71,0.0,0.6876,12.016,22.31746,587.87,59.7586,55.0,89.88199955004495,368.88,497.988,0.0,18.0,0.0,456.2294,313.7034,Medium,157.5,73.0,0.0,17.8813333333,350.998667,Main_0_2399,497.98800044995505,497.98800044995505,0.0,0.0,473.71,0.0,0.6876,89.88199955004495
1226,RegionA,Valley,473.59,0.0,0.6857,11.68,25.357143,650.0,64.7984,0.0,110.01349999999991,399.99,539.9865,0.0,7.707,0.0,482.8951,331.1212,Medium,157.5,7.707,0.0,19.18,380.81,Main_0_2399,539.9865000000001,539.9865000000001,0.0,0.0,473.59,0.0,0.6857,110.01349999999991
1227,RegionA,Valley,473.47,0.0,0.6805,3.8933333333,22.941799,722.35,65.3184,0.0,178.03000044995497,403.2,544.32,0.0,0.0,0.0,479.0016,325.9606,Medium,157.5,0.0,0.0,14.8176666667,388.382333,Main_0_2399,544.319999550045,544.319999550045,0.0,0.0,473.47,0.0,0.6805,178.03000044995497
1228,RegionA,Valley,473.34,0.0,0.6724,19.2,35.060847,800.0,65.3184,0.0,255.68000044995506,403.2,544.32,0.0,0.0,0.0,479.0016,322.0807,Medium,157.5,0.0,0.0,28.3066666667,374.893333,Main_0_2399,544.3199995500449,544.3199995500449,0.0,0.0,473.34,0.0,0.6724,255.68000044995506
1229,RegionA,Valley,473.19,0.0,0.6618,19.2,39.756614,877.65,65.3184,0.0,333.32999955004493,403.2,544.32,0.0,0.0,0.0,479.0016,317.0033,Medium,157.5,0.0,0.0,31.2893333333,371.910667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,473.19,0.0,0.6618,333.32999955004493
1230,RegionA,Valley,473.04,0.0,0.6496,19.2,43.177249,950.0,65.3184,0.0,405.68000044995495,403.2,544.32,0.0,0.0,0.0,479.0016,311.1594,Medium,157.5,0.0,0.0,33.3106666667,369.889333,Main_0_2399,544.319999550045,544.319999550045,0.0,0.0,473.04,0.0,0.6496,405.68000044995495
1231,RegionA,Flat,727.51,0.0,0.6364,19.2,45.746032,1012.13,65.3184,0.0,467.80999999999995,403.2,544.32,0.0,0.0,0.0,479.0016,304.8366,Medium,157.5,0.0,0.0,34.776,368.424,Main_0_2399,544.32,544.32,0.0,0.0,727.51,0.0,0.6364,467.80999999999995
1232,RegionA,Flat,727.24,0.0,0.6233,17.2266666667,40.701058,1059.81,65.3184,0.0,515.4899995500449,403.2,544.32,0.0,0.0,0.0,479.0016,298.5617,Medium,157.5,0.0,0.0,31.1353333333,372.064667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,727.24,0.0,0.6233,515.4899995500449
1233,RegionA,Flat,726.97,0.0,0.6109,7.4666666667,25.555556,1089.78,69.5448,0.0,545.459999550045,403.2,544.32,0.0,0.0,0.0,474.7752,290.0402,Medium,157.5,0.0,0.0,17.9883333333,385.211667,Main_0_2399,544.3200004499549,544.3200004499549,0.0,0.0,726.97,0.0,0.6109,545.459999550045
1234,RegionA,Flat,726.68,0.0,0.6003,0.0,16.166667,1100.0,73.4832,0.0,555.679999550045,403.2,544.32,0.0,0.0,0.0,470.8368,282.6433,Medium,157.5,0.0,0.0,9.3373333333,393.862667,Main_0_2399,544.320000449955,544.320000449955,0.0,0.0,726.68,0.0,0.6003,555.679999550045
1235,RegionA,Flat,726.38,0.0,0.592,0.0,11.772487,1089.78,71.6112,0.0,582.6659999999999,375.64,507.114,0.0,0.0,0.0,435.5028,257.8177,Medium,157.5,0.0,0.0,6.967,368.673,Main_0_2399,507.11400000000003,507.11400000000003,0.0,0.0,726.38,0.0,0.592,582.6659999999999
1236,RegionA,Flat,726.07,0.0,0.5866,10.4,21.925926,1059.81,67.2338,0.0,599.2439999999999,341.16,460.566,0.0,0.0,0.0,393.3322,230.7287,Medium,157.5,0.0,0.0,17.564,323.596,Main_0_2399,460.5660000000001,460.5660000000001,0.0,0.0,726.07,0.0,0.5866,599.2439999999999
1237,RegionA,Flat,725.75,0.0,0.5845,10.4,22.259259,1012.13,66.4901,0.0,565.8213504499549,330.599,446.3086,0.0,0.0,0.0,379.8185,222.0039,Low,157.5,0.0,0.0,17.6386666667,312.960333,Main_0_2399,446.308649550045,446.308649550045,0.0,0.0,725.75,0.0,0.5845,565.8213504499549
1238,RegionA,Flat,725.41,0.0,0.5857,10.4,26.722222,950.0,62.7351,0.0,531.765950449955,309.803,418.2341,0.0,0.0,0.0,355.499,208.2158,Low,157.5,0.0,0.0,20.2646666667,289.538333,Main_0_2399,418.2340495500451,418.2340495500451,0.0,0.0,725.41,0.0,0.5857,531.765950449955
1239,RegionA,Flat,725.07,0.0,0.5902,23.68,44.521164,877.65,57.597,0.0,491.03565044995497,286.381,386.6144,0.0,0.0,0.0,329.0174,194.1861,Low,157.5,0.0,0.0,36.3106666667,250.070333,Main_0_2399,386.614349550045,386.614349550045,0.0,0.0,725.07,0.0,0.5902,491.03565044995497
1240,RegionA,Flat,724.71,0.0,0.5976,23.68,40.206349,800.0,47.4042,0.0,475.27099999999996,240.54,324.729,0.0,0.0,0.0,277.3248,165.7293,Low,157.5,0.0,0.0,33.676,206.864,Main_0_2399,324.72900000000004,324.72900000000004,0.0,0.0,724.71,0.0,0.5976,475.27099999999996
1241,RegionA,Peak,1050.3,0.0,0.6073,19.1733333333,36.357143,722.35,46.4165,0.0,393.652,243.48,328.698,0.0,0.0,0.0,237.2815,144.1011,Medium,157.5,0.0,45.0,29.355,214.125,Main_0_2399,328.69800000000004,328.69800000000004,0.0,0.0,1050.3,0.0,0.6073,393.652
1242,RegionA,Peak,1049.75,0.0,0.6188,3.32,20.285714,650.0,40.9169,0.0,346.91149999999993,224.51,303.0885,0.0,0.0,0.0,217.1716,134.3858,Medium,157.5,0.0,45.0,13.287,211.223,Main_0_2399,303.08850000000007,303.08850000000007,0.0,0.0,1049.75,0.0,0.6188,346.91149999999993
1243,RegionA,Peak,1049.19,0.0,0.631,0.0,10.78836,587.87,41.4682,0.0,263.303,240.42,324.567,0.0,0.0,0.0,238.0988,150.2404,Medium,157.5,0.0,45.0,6.273,234.147,Main_0_2399,324.567,324.567,0.0,0.0,1049.19,0.0,0.631,263.303
1244,RegionA,Peak,1048.62,0.0,0.6433,0.0,10.367725,540.19,41.0589,0.0,198.03250044995502,253.45,342.1575,0.0,0.0,0.0,256.0986,164.7482,Medium,157.5,0.0,45.0,6.2166666667,247.233333,Main_0_2399,342.15749955004503,342.15749955004503,0.0,0.0,1048.62,0.0,0.6433,198.03250044995502
1245,RegionA,Peak,1048.04,0.0,0.6547,0.0,9.592593,510.22,42.282,0.0,157.86999955004495,261.0,352.35,0.0,0.0,0.0,265.068,173.54,Medium,157.5,0.0,45.0,5.7313333333,255.268667,Main_0_2399,352.3500004499551,352.3500004499551,0.0,0.0,1048.04,0.0,0.6547,157.86999955004495
1246,RegionA,Flat,650.14,0.0,0.6644,0.0,9.574074,500.0,48.8932,54.1328,92.55649955004503,301.81,407.4435,0.0,0.0,0.0,358.5503,238.2208,Low,157.5,54.1328,0.0,5.7453333333,296.064667,Main_0_2399,407.44350044995497,407.44350044995497,0.0,0.0,650.14,0.0,0.6644,92.55649955004503
1247,RegionA,Flat,649.76,0.0,0.6716,0.0,9.470899,510.22,54.7106,54.6611,54.298000449955,337.72,455.922,0.0,0.0,0.0,401.2114,269.4535,Medium,157.5,54.6611,0.0,5.4866666667,332.233333,Main_0_2399,455.92199955004503,455.92199955004503,0.0,0.0,649.76,0.0,0.6716,54.298000449955
1248,RegionA,Valley,468.99,0.0,0.676,0.0,8.068783,540.19,57.2621,55.0,63.005499999999984,353.47,477.1845,0.0,18.0,0.0,437.9224,296.0355,Medium,157.5,73.0,0.0,4.374,349.096,Main_0_2399,477.18450000000007,477.18450000000007,0.0,0.0,468.99,0.0,0.676,63.005499999999984
1249,RegionA,Valley,468.71,0.0,0.677,0.0,8.81746,587.87,61.432,55.0,75.93649955004497,379.21,511.9335,0.0,18.0,0.0,468.5015,317.1755,Medium,157.5,73.0,0.0,4.8853333333,374.324667,Main_0_2399,511.93350044995503,511.93350044995503,0.0,0.0,468.71,0.0,0.677,75.93649955004497
1250,RegionA,Valley,468.43,0.0,0.6747,0.0,8.650794,650.0,65.3184,0.0,105.67999999999995,403.2,544.32,0.0,8.1794,0.0,487.181,328.701,Medium,157.5,8.1794,0.0,4.86,398.34,Main_0_2399,544.32,544.32,0.0,0.0,468.43,0.0,0.6747,105.67999999999995
1251,RegionA,Valley,468.14,0.0,0.6691,10.776,19.089947,722.35,65.3184,0.0,178.02999999999997,403.2,544.32,0.0,0.0,0.0,479.0016,320.5,Medium,157.5,0.0,0.0,15.506,387.694,Main_0_2399,544.32,544.32,0.0,0.0,468.14,0.0,0.6691,178.02999999999997
1252,RegionA,Valley,467.85,0.0,0.6606,18.72,30.132275,800.0,65.3184,0.0,255.68000044995506,403.2,544.32,0.0,0.0,0.0,479.0016,316.4285,Medium,157.5,0.0,0.0,25.5566666667,377.643333,Main_0_2399,544.3199995500449,544.3199995500449,0.0,0.0,467.85,0.0,0.6606,255.68000044995506
1253,RegionA,Valley,467.55,0.0,0.6496,31.0506666667,43.10582,877.65,65.3184,0.0,333.3300004499549,403.2,544.32,0.0,0.0,0.0,479.0016,311.1594,Medium,157.5,0.0,0.0,38.6206666667,364.579333,Main_0_2399,544.319999550045,544.319999550045,0.0,0.0,467.55,0.0,0.6496,333.3300004499549
1254,RegionA,Valley,467.25,0.0,0.637,23.04,39.933862,950.0,65.3184,0.0,405.68000044995506,403.2,544.32,0.0,0.0,0.0,479.0016,305.124,Medium,157.5,0.0,0.0,33.5566666667,369.643333,Main_0_2399,544.3199995500449,544.3199995500449,0.0,0.0,467.25,0.0,0.637,405.68000044995506
1255,RegionA,Flat,718.39,0.0,0.6235,31.2,47.936508,1012.13,65.3184,0.0,467.80999999999995,403.2,544.32,0.0,0.0,0.0,479.0016,298.6575,Medium,157.5,0.0,0.0,41.66,361.54,Main_0_2399,544.32,544.32,0.0,0.0,718.39,0.0,0.6235,467.80999999999995
1256,RegionA,Flat,717.93,0.0,0.6099,36.96,54.687831,1059.81,65.3184,0.0,515.489999550045,403.2,544.32,0.0,0.0,0.0,479.0016,292.1431,Medium,157.5,0.0,0.0,47.9813333333,355.218667,Main_0_2399,544.3200004499549,544.3200004499549,0.0,0.0,717.93,0.0,0.6099,515.489999550045
1257,RegionA,Flat,717.46,0.0,0.5973,43.4026666667,65.015873,1089.78,69.5448,0.0,545.4600004499549,403.2,544.32,0.0,0.0,0.0,474.7752,283.5832,Medium,157.5,0.0,0.0,56.8726666667,346.327333,Main_0_2399,544.319999550045,544.319999550045,0.0,0.0,717.46,0.0,0.5973,545.4600004499549
1258,RegionA,Flat,717.0,0.0,0.5863,26.776,45.970899,1100.0,73.4832,0.0,555.680000449955,403.2,544.32,0.0,0.0,0.0,470.8368,276.0516,Medium,157.5,0.0,0.0,38.5026666667,364.697333,Main_0_2399,544.319999550045,544.319999550045,0.0,0.0,717.0,0.0,0.5863,555.680000449955
